key,0,1,2
176,"搭乘魔導機車大魔。<hex:02100103>使用了人造肌肉的新型魔導兵器。","哥布林族的技師將從基拉巴尼亞回收的帝國製魔導兵器的殘骸進行修理改良後製造出的車輛。原本是自動駕駛的機器，但由於無法重現出自動駕駛功能，於是改造成了人工駕駛型。","現在撤退也來不及躲避了！<hex:02100103>全員集中火力攻擊！在它自<hex:02100103>爆前破壞掉它！！<hex:02100103>　　　　　　　　　——勞班"
177,"騎上黑色胖陸行鳥。<hex:02100103>貪吃的黑陸行鳥的老大。說吃就吃，說到做到。","貪吃的黑陸行鳥的老大。最喜歡油炸食品，在不斷地胡吃海塞下身體變得如此巨大。還有小道消息說其真身並不是陸行鳥而是某一類妖靈生物……","不過，我寫下的那些情報中，<hex:02100103>有些地方是難以靠人力到達的。<hex:02100103>需要乘坐黑陸行鳥之類的坐騎。<hex:02100103>　　　　——凱斯特·艾恩哈特"
178,"騎上火巨人。<hex:02100103>全身被火焰般的皮毛覆蓋的巨獸。","全身被火焰般的皮毛覆蓋的巨獸。原本只是隨處可見的雪人，但在湧火地帶強烈的火屬性之力的影響下獲得了火焰的魔力。一般都是十分凶暴的個體，但若是能使其屈服的話就能夠駕馭對方。","冒險者，拜託你了！<hex:02100103>請、請你打倒那些雪<hex:02100103>人吧！<hex:02100103>　　　　——殭屍紳士"
179,"搭乘改良型魔導機車大魔。<hex:02100103>使用了人造肌肉的新型魔導兵器。","哥布林族的技師將從基拉巴尼亞回收的帝國製魔導兵器的殘骸進行修理改良後製造出的車輛。外殼改為了更加堅固的高強度陶瓷合金，增加的重量由加大了人造肌肉的輸出來平衡，由此維持最高速度。","哥布林裝甲是帝國製<hex:02100103>魔導兵器的改造機！<hex:02100103>　　　——霍爾皮克斯"
180,"騎上帝王仙人刺。<hex:02100103>仿照曼德維爾金碟遊樂場製作的飛行仙人刺雕像。","仿照曼德維爾金碟遊樂場製作的飛行仙人刺雕像。正如其帝王之名，飛向空中的姿態威風凜凜。至於為何金碟遊樂場的外形是仙人刺形狀的這一點沒有人知道。","……仙、仙人刺先生？<hex:02100103>您到底在說些什麼？！<hex:02100103>　　　　　　——奧利爾"
181,"騎上九尾神威。<hex:02100103>通過東方傳來的魔笛召喚出的幻獸。","東方地域傳說中的幻獸。收服了數匹神威的英雄吹響魔笛之時便會現身，引導其通往天上的世界。身姿與同為九尾狐狸的玉藻御前十分相似，這究竟是不是偶然呢？","啊啊，玉藻御前大人……<hex:02100103>真想在這條命消逝之前，<hex:02100103>再見您一面……<hex:02100103>　　　　　　　　——管狐"
182,"騎上青君神威。<hex:02100103>被青龍灌輸了神通力的巨狼。身披雲水翱翔天際。","被四聖獸之青龍灌輸了神通力的巨狼，周身纏繞著青色的雲水。它大概是被人類所拋棄了，青龍將其蘇生後化為了現在的樣子。","我將其命名為青龍壁，<hex:02100103>正如東方的守護者青龍<hex:02100103>一般。<hex:02100103>　　　　　　　——飛燕"
183,"騎上戰虎。<hex:02100103>經過訓練適應了戰鬥的軍劍虎，有著軍刀般的長牙。","經過訓練適應了戰鬥的軍劍虎。最值得注目的就是它那猶如軍刀般的長牙，軍劍虎之名也因此由來。訓練軍劍虎是一件非常困難的工作，需要從幼崽時期開始進行培養訓練，最終才能成為騎乘獸。","噗噗噗！有老虎！<hex:02100103>　　　——鯰魚精"
184,"騎上優雷卡鹽藍燕。<hex:02100103>學名海燕的水生物。在空中優雅地飛舞。","從博物學上看應當是海參的近親，但有著如同翅膀一般伸展開來的藍色的魚鰭，身姿十分優美，因此經常被比喻為燕子，有時也會被稱為青藍天使。但事實上是會連有毒生物也一起吞下的兇猛食肉捕食者。","小燕子願不願意<hex:02100103>嫁給我呀？<hex:02100103>　　　　——神威"
185,"搭乘魔導復仇者寒冷地區特製型。<hex:02100103>哥布林族改良過的帝國製無人魔導兵器。","哥布林族改良過的帝國製無人魔導兵器。為了能在寒冷地區使用，增加了生命維持裝置。外界氣溫下降到一定程度時，拘束駕駛員的操縱臂會自動開始加熱，以此來保溫。其「雪人」的外號來源於白色的塗裝。","但後來統帥奎克辛克斯搶<hex:02100103>走了我的設計，將機車改造成了兵器哥布林坦克。<hex:02100103>　　　　——斯提克奇克斯"
186,"騎上半靈奧茲瑪。<hex:02100103>巴爾德西昂委員會的研究員製造的奧茲瑪原型的仿製品。","巴爾德西昂委員會的研究員在研究針對奧茲瑪原型的策略的過程中製造出的仿製品。根據他們的見解，瑪哈的黑魔法師創造出的奧茲瑪是將奧茲瑪原型用魔法再現出的兵器。","巴爾德西昂委員會總部<hex:02100103>竟然消失了……這到底<hex:02100103>發生了什麼？<hex:02100103>　　　　　——敏菲利亞"
187,"騎上阿馬羅。<hex:02100103>在諾弗蘭特全域獲得廣泛運用的飛行獸。","在諾弗蘭特全域獲得廣泛運用的飛行獸。古代隆卡帝國的魔法師們用魔法對家畜進行品種改良後的產物，偶爾會出現繼承了古代血統擁有高度知性的個體。此外原種的卡瑪並不具備翅膀與飛行能力。","用金屬製作的阿馬羅？<hex:02100103>做出來幹什麼用啊？<hex:02100103>　　　　　——伊奧拉"
188,"乘上氣墊船。<hex:02100103>在水晶塔被發現，中庸工藝館進行了修復的機械。","在水晶塔被發現，中庸工藝館的匠人們進行了修復的浮行式移動機械。本身是皇族的超豪華座駕，但卻被乘完後丟在了某個洞穴的門口。不得已用飛空艇進行回收後一直被存放在水晶塔的機庫裡。","駕駛氣墊船的事情就交<hex:02100103>給我吧。<hex:02100103>　　　　　——桑克瑞德"
189,"騎上仙子玲龍。<hex:02100103>用充滿了緹坦妮雅魔力的魔笛召喚出來的魔法生物。","用充滿了緹坦妮雅魔力的魔笛召喚出來的魔法生物。據說這個魔笛是古代魔法師為了再現架空的生物「龍」而製作出來的。","我沒想到你會帶人來噗。<hex:02100103>總之你是來聽關於龍族<hex:02100103>的傳說的吧噗？<hex:02100103>　　　　　　——魚道"
190,"騎上三角龍。<hex:02100103>有著三根角的古代獸，已經配好了魔法浮游鞍。","有著三根角的古代獸。其背部配有運用了隆卡文明術式的魔法浮游鞍。據說是狂熱兵團的創立者——莫古力族的納茲將探索古代遺跡時發現的東西進行調整之後得來的。","憧憬著冒險者的莫古力們，<hex:02100103>跑到住著凶暴龍族的<hex:02100103>豎骨島冒險去了庫啵！<hex:02100103>　　　　　　——莫古力"
191,"騎上青蛙號M。<hex:02100103>矮人族的工匠製造的中型自走人偶。","矮人族的工匠製造的中型自走人偶。設計成用於日常使用的機體，因此對腳部周圍進行了強化，並且搭載了可供飛行的推進裝置。可是其製造方法根據村規被視為機密不得公開。","啦哩吼！<hex:02100103>——矮人族"
192,"騎上無瑕玲龍。<hex:02100103>用充滿了無瑕靈君魔力的魔笛召喚出來的魔法生物。","用充滿了無瑕靈君魔力的魔笛召喚出來的魔法生物。其光輝讓人聯想到無瑕靈君的身影，不過這個個體當然不是食罪靈。","為了屠龍而尋找龍族蹤跡<hex:02100103>的經驗我有很多。<hex:02100103>　　——雅伯里克·貝爾"
193,"躺上魔法飛床。<hex:02100103>施了魔法的飛天睡床。","施了魔法的飛天睡床。孚布特王國時代一位絕對不想離開床鋪的王族找人設計製作的魔法床。做成後懶惰的王族由於支付不起相應的代價而上了天。","睡覺的時候忽然就被拐<hex:02100103>走了……<hex:02100103>　　——被囚禁的冒險者"
194,"騎上大陸之眼。<hex:02100103>大陸馬戲團飼育的妖異冥鬼之眼。","大陸馬戲團飼育的用於表演的妖異。本來期待它能用恐怖視線來從人們那裡收集恐懼之力，可是它卻好像沒有這方面的才能。現在成為了尊敬的冒險者的侍從。","沒想到真的是你。<hex:02100103>……伊達的眼神真是<hex:02100103>好得驚人啊。<hex:02100103>　　——雅·修特拉"
195,"騎上金鬥雲。<hex:02100103>東方的仙人創造的秘術，能夠創造出魔法的雲朵。","據說在東洲奧薩德大陸的邊境山中居住著仙人，金鬥雲正是由這個仙人創造出來的秘術。用魔力將雲朵聚集成型，便可乘坐在上面飛翔於空中。散發著金色的雲朵傳說能給乘坐者帶來財運。","嘁嘁嘁……好厲害！<hex:02100103>俺還是頭一次來雲上！<hex:02100103>　　　　　——好身手"
196,"","",""
197,"騎上鬥虎。<hex:02100103>經過訓練適應了戰鬥的軍劍虎，獲得了新的利劍。","經過訓練適應了戰鬥的軍劍虎。在北洲伊爾薩巴德的博茲雅地區有一種傳統，這種獸會作為軍用獸與步兵部隊一起同行。這種部隊的士兵們很親切地將自己的搭檔稱為「貓咪」。","這毛真是又潔白又美麗——<hex:02100103>不愧是名為白虎的瑞獸——<hex:02100103>　　　　　　　　——算盤"
198,"","",""
199,"","",""
200,"被魔界花捲走。<hex:02100103>擁有血盆大口的草木綱魔物，隱隱約約有些臭味。","原本是天青鬥場為了舉辦假面狂歡而購入的魔物，可是沒想到其性格意外的隨和，以至於無法派上用場。為此特地轉交給了青魔法師公會，但因為其臭味微弱也無法用於學習青魔法「臭氣」，於是最終被當成了坐騎。","居然是魔界花？！<hex:02100103>　　　——帕帕力莫"
201,"騎上豬大仙。<hex:02100103>為騎乘而製作的仙子豬，身上有香腸的味道。","恩莫族的拉各·因克制作的騎乘用仙子豬。非常喜歡香腸的味道，沒事就會跑進熏製室，所以身上會有香腸的香味。雖然騎起來很舒適，可總會讓人感到飢餓。","那個恩莫族就是仙子豬<hex:02100103>的主人？嗚哇，他看上<hex:02100103>去好像很生氣啊……<hex:02100103>　　　　——特納緹烏"
202,"乘上厄毗米修斯。<hex:02100103>加隆德煉鐵廠重現的帝國製魔導兵器。","加隆德煉鐵廠依照拂曉血盟的諜報人員從帝國帶回來的設計圖再現出的魔導兵器。不過，設計圖的情報有欠缺，按照推測摸索製造的結果，使得該兵器變成了小型的單人車輛。","好吧……<hex:02100103>啟動魔導兵器！<hex:02100103>　　——勞倫修斯"
203,"乘上墨諾提俄斯。<hex:02100103>加隆德煉鐵廠試作的帝國製魔導兵器。","加隆德煉鐵廠試作的魔導兵器。通過分析製作厄毗米修斯時的數據，再進行微微改良後，使得該魔導裝甲乘坐變得更加舒適且容易量產，稍微遺憾的是沒能提高最大速度。","看上去應該不是<hex:02100103>加雷馬帝國的魔導兵器……<hex:02100103>　　　　　　　　　——西德"
204,"操縱建築7號。<hex:02100103>地靈族製造的裝甲巨兵，之後被黑渦團繳獲。","地靈族製造的裝甲巨兵。其本體並非機械而是一種穿著甲胄的巨像兵。黑渦團在與地靈族的一場戰鬥中將其繳獲，經過納爾迪克&威米利作坊的修理後，將其提供給了冒險者部隊。","原來是這樣，又被<hex:02100103>地靈族襲擊了啊。<hex:02100103>真讓人頭疼……<hex:02100103>　　　——阿納奧克"
205,"騎上暗影玲龍。<hex:02100103>用充滿了哈迪斯魔力的魔笛召喚出來的魔法生物。","用充滿了哈迪斯魔力的魔笛召喚出來的魔法生物。這應該是愛梅特賽爾克打發時間時創造出來的魔法生物。曾經的古代人可以隨意創造出這種級別的生物。","我們的記憶……執著……<hex:02100103>希望……絕望！<hex:02100103>　　　——愛梅特賽爾克"
206,"騎上搬運魔石精。<hex:02100103>巨大的魔石精。不喜歡搬運礦石和蛋，只喜歡搬運人。","很少見的巨大魔石精。因為吃了太多礦石導致身體變得巨大，結果卡在了狹小的坑道中，在被路過的採礦工救出之後，便為了報恩開始搬運人們。最近它變得更加喜歡搬運人了。","那個魔石精是個<hex:02100103>聰明又溫柔的好孩子啊。<hex:02100103>　　　　　　　　——凱夏"
207,"騎上得到寬恕的沉默。<hex:02100103>非常罕見的溫和食罪靈，沉默地運送主人。","在游末邦地下室發現的食罪靈。聽到傳聞的狂熱兵團的怪物獵人們為討伐前往了地下室，發現它不僅不抵抗，還非常順從。所以變成了騎乘用的食罪靈。","那也是食罪靈！<hex:02100103>而且應該很強！<hex:02100103>　　　——阿莉塞"
208,"騎上長頸駝。<hex:02100103>生息在阿巴拉提亞雲海的浮島上的百獸綱草食野獸。","想吃相鄰浮島上的樹葉時，不小心踩空掉下去的長頸駝。在掉落途中，散發出不想死的強烈思念後，覺醒了隱藏於身的才能，可以操控風屬性乙太在空中自由飛翔。當然，這都是傳說。","別磨蹭，快點去觀<hex:02100103>察長頸駝的全身。<hex:02100103>　　　——阿特魯納"
209,"騎上白化黑羊。<hex:02100103>一身白毛的黑羊，或許就是白羊吧。","在艾因哈特家領地飼養長大的羊。本應該是一身黑毛的黑羊，結果卻長著一身白毛。因為太過稀有，所以人們沒有吃掉它，以至於長到現在，體型大到能載人。","喜歡羊毛和羊奶的孩子們<hex:02100103>一定會非常高興的！<hex:02100103>　　　　　——烏因·尼伊"
210,"","",""
211,"騎上巫菲提。<hex:02100103>棲息在雲冠群島的人猿，曾被人們肆意獵捕。","棲息在雲冠群島的人猿，曾被人們肆意獵捕。它們有追隨強者的習性。為了追隨當年打倒自己的強者，巫菲提學會了如何乘坐雲海之風，離開了雲冠群島踏上了旅途。","雲冠群島是危險的暗礁空域。<hex:02100103>如果沒有相應的實力，<hex:02100103>或許都無法活著回來。<hex:02100103>　　　　　 　——雅克瓦妮"
212,"騎上恐爪龍。<hex:02100103>棲息在伊爾薩巴德大陸南部的肉食性蜥蜴。出人意外的是該生物具有不錯的智力。","棲息在伊爾薩巴德大陸南部的肉食性蜥蜴。屬於常見於黑衣森林的盜龍的近親。常常兩隻一組結夥進行狩獵，有著不符於外表的智力。為此常有人將其訓練後用於戰鬥或騎行。","哎呀，真好！<hex:02100103>不但可愛還真聰明！<hex:02100103>　　　　　　——觀眾"
213,"騎上勞動十四號。<hex:02100103>從帝國軍第四軍團手中俘獲的古代兵器。我可是非常快！","帝國軍第四軍團從機工都市高古的遺跡發掘出來的被稱為勞動型鐵巨人的古代兵器。帝國軍將其進行了改造加強了戰鬥力。像這樣的機體全都改裝了帝國樣式。","「我可是 非常 厲害！」<hex:02100103>       　——勞動八號"
214,"騎上王孔雀。<hex:02100103>源自奧薩德次大陸的大型鳥，羽毛非常美麗。","孔雀是捕食毒蟲的益鳥，加上其雄性的羽毛非常美麗，在近東至東方地區自古以來都被視作珍禽。王孔雀則是將源自奧薩德次大陸的孔雀用風水術改良後得到的大型品種。","我想像曾祖父一樣，用<hex:02100103>風水術給人們帶去幸福！<hex:02100103>　　　　　　　——旭峰"
215,"騎上水蛇大人的罐子。<hex:02100103>明明是一個空罐子，可不知為何裝不進東西。","明明是一個空罐子，當奏響了罐子中的魔笛後，就變得裝不進東西了。就算再怎麼調查，也得不到答案。水蛇大人就是如此神秘。","就讓某等一起<hex:02100103>追隨水蛇大人的腳步吧！<hex:02100103>　　——其嗒盧利·那嗵櫨"
216,"騎上無齒翼龍。<hex:02100103>維持著自古以來的形象的甲鱗綱生物。","在雲冠群島捕獲的甲鱗綱生物。依靠著吃投棄在恩惠號的獸骨和剩飯為生，因此也慢慢變得親近人類。如今，還會同意習慣了雲海冒險者騎在自己背上。","聖龍大人一定是到雲<hex:02100103>海下面去了庫啵。<hex:02100103>　　　　　——莫古唐"
217,"騎上紅寶石玲龍。<hex:02100103>用充滿了未知蠻神魔力的魔笛召喚出來的魔法生物。","用充滿了疑似被紅寶石神兵吸收的未知蠻神魔力的魔笛召喚出來的魔法生物。擁有類似甲殼的紅色裝甲。不知為何，好像有人將魔笛的知識共享給了所有召喚者。","她已經沒了人形！<hex:02100103>跟紅寶石神兵的內核<hex:02100103>完全融合了！<hex:02100103>　　　　　　——西德"
218,"騎上弓鮫。<hex:02100103>龍捲鯊的近親，可以操控風屬性乙太飛在空中。","龍捲鯊的近親，腹部的操魔器官可以操控風屬性乙太使自己飛在空中，以捕食雲海的魚和鳥。頭部的四片魚鰭可以改變風的流向，同時就能改變自身飛行的方向了。","這、這是雲海魚吧，<hex:02100103>看上去可真美味啊！<hex:02100103>　　　——維伊·亞福"
219,"騎上拉姆。<hex:02100103>對伊甸生成的小結晶注入魔力後召喚出來的魔法生物。","構想請神副產物的小結晶，注入魔力後會召喚出魔法生物。召喚拉姆時殘留的雷屬性乙太，在召喚希瓦時被排出，瞬間形成了小結晶。正因如此，才會是拉姆的外形吧。","我名拉姆……就由我來<hex:02100103>測試你們到底是否有資<hex:02100103>格開拓嶄新的世界……<hex:02100103>　　　　　　　——拉姆"
220,"騎上紅電氣寶石獸。<hex:02100103>解開紅電氣石奧秘的魔紋所孕育出的用於騎乘的魔法生物。","自稱天才秘術師的烏蘭創造出的用於騎乘的魔法生物，運用了培育大型寶石獸「鑽石」所積累的知識。由於寶石獸的核心使用了大顆的紅電氣石，所以即使不是秘術師也可以將其召喚出來。","又讓寶石獸給逃了……<hex:02100103>　　　　　　——塔塔露"
221,"","",""
222,"乘坐陸行鳥篷車。<hex:02100103>由陸行鳥牽引的浮空篷車。","由陸行鳥牽引的浮空篷車。大約在100年前，人們確立了藉由填充青磷氣體的氣球，從而使貨台浮空的技術。該技術的靈感來自黑衣森林的鳥人族所發明的裝甲氣球。","沒想到陸行鳥篷車<hex:02100103>坐著比馬車還舒服！<hex:02100103>　　　　 ——陽山"
223,"乘坐矮人戰車。<hex:02100103>由沃茨之錘開發的車輪式裝甲戰車。","集結了沃茨之錘的最新技術，製造出了傳說中的鐵匠沃茨所設想的裝甲戰車。主體運用了矮人酒精式9缸星形引擎，並裝配有用於對付食罪靈的可旋轉魔裝炮以及機械臂。","嘿嘿嘿！<hex:02100103>老長老們，怎麼樣！<hex:02100103>我們是在認真做戰車的！<hex:02100103>　　　　　 ——羅尼圖"
224,"乘坐加百列α。<hex:02100103>新型飛行魔導裝甲「加百列」的縮小版實驗機。","在開發新型飛行魔導裝甲「加百列」的開發途中製造的縮小版實驗機。據推測開發技術組在建造全尺寸的試作品前，曾用該機體驗證空氣阻力等特性。","看來您的內心<hex:02100103>比您表面上看起來<hex:02100103>要複雜得多啊。<hex:02100103>　　　 ——夕霧"
225,"騎上碩山羊。<hex:02100103>長有仿佛彎刀一樣彎曲大角的食草動物。","長有仿佛彎刀一樣彎曲大角的食草動物。原本棲息於北阿巴拉提亞山脈區域，在靈災後遷移到了庫爾札斯。是一種非常原始的古代種，據說某些極少的個體還覺醒了魔法的資質。","那座島長角了呢。<hex:02100103>——娜修·瑪卡拉卡"
226,"騎上光之玲龍。<hex:02100103>利用充填了英雄乙太的魔笛召喚出的魔法生物。","利用充填了英雄乙太的魔笛召喚出的魔法生物。據說在某個世界曾經的英雄為了打倒邪惡而在冒險途中可能將這樣的生物作為了夥伴。可真相永遠藏在光芒之中。","啊啊，如此莊嚴的光景……<hex:02100103>        　——異國的詩人"
227,"","",""
228,"坐上地縛貓沙發。<hex:02100103>以妖怪地縛貓的形象設計的不可思議的椅子。","以妖怪地縛貓的形象設計的不可思議的椅子。雖然是以地縛貓為原型，不過不知為何能夠飛起來。據說坐上去的感覺超棒，不管是人類還是妖怪，只要坐上去都會變得懶洋洋的。","喵喵……<hex:02100103>呼嚕呼嚕呼嚕……<hex:02100103>　　　 ——風箏貓"
229,"乘坐改良型魔導運輸器。<hex:02100103>由魔導院開發的次世代運輸平台。","由加雷馬帝國魔導院開發的次世代運輸平台。重新審視內部構造後改善了維護的便捷性。此外還精簡了整體大約8%的重量，青磷水的燃燒效率也得到了進一步的提高。","哈哈哈……實驗成功！<hex:02100103>——奧盧斯·瑪爾·亞希納"
230,"騎上艾爾·圖。<hex:02100103>對製作產生了興趣的龍族，其形態十分罕見。","對製作產生了興趣的龍族。最初還是體型小巧的幼龍，最終完成了進化。為了適應工匠的工作需要，前肢的形狀發生了變化，以便於使用工具。該形態的進化實屬罕見。","哇，好厲害！<hex:02100103>不愧是艾爾·圖！<hex:02100103>　　 ——奧迪隆"
231,"騎上英西塔土斯。<hex:02100103>受到某位女商人祝福的妖馬，據說能懂人話。","受到了商人「羅薇娜」的祝福，過著非常奢侈生活的妖馬。十分聰明並且被認為能聽懂人話，還時不常地會豎起耳朵聽庫洛·阿里亞珀講故事。據說不知何時起，它被冒險者的故事所吸引，決定要成為冒險者的跟班。","冒險者的故事<hex:02100103>還遠遠沒有結束呢！<hex:02100103>　——莉娜·繆里拉"
232,"騎上雪人。<hex:02100103>在星芒節制作的雪人。在永久冰晶的作用下不會融化。","星芒節時期製作的雪人。在基拉巴尼亞地區，為了祈求寒冷與白雪能夠帶來恩惠，人們有使用初雪製作雪人的傳統，這種文化後被星芒節吸收。這個雪人是用流傳於格里達尼亞的幻術知識製作的。","她說想堆一個大大的雪人。<hex:02100103>　　　　　　　　——冒險者"
233,"乘坐真月魔導鯨。<hex:02100103>有著鯨魚形狀船體的魔導船。可供8人乘坐。","加隆德煉鐵廠開發的魔導船。據說其鯨魚一樣的獨特形狀是模仿了在密西迪亞傳說中登場的船隻。包括駕駛員在內，可供8人乘坐，擁有超強的運載能力。","遙遠的往昔，巨型鯨魚<hex:02100103>從月球降臨至此地……<hex:02100103>如今，它沉眠於龍的體內。<hex:02100103>　　　　——密西迪亞的傳說"
234,"騎上伊甸。<hex:02100103>由伊甸內部回收的水晶所誕生的物體。","將魔力灌入從伊甸內部回收的水晶後，誕生出了該物體。雖然有著與伊甸本體相似的外表，不過這並不是食罪靈，當然也沒有引發光之泛濫的危險。可能是像使魔一樣的東西。","世界終焉之地、空無大地<hex:02100103>與最初的食罪靈伊甸。<hex:02100103>　　　　　　　　——蓋婭"
235,"騎上刻耳柏洛斯。<hex:02100103>有著三個頭的魔獸型妖異，被亞拉戈的技術所控制著。","被封印在第三星曆時代遺跡的魔獸型妖異。原本就連高位的妖異都很難將其馴服，可經過亞拉戈製造的裝置，如今已經被完全控制住了。","好可愛的狗狗！<hex:02100103>——娜修·瑪卡拉卡"
236,"騎上大殼蟹。<hex:02100103>過度成長的殼蟹。每天都會為你幹活。","某個貪心的盧恩族想要飽餐一頓，於是給予了殼蟹過量的食餌，可由於日久生情，最終還是沒有吃掉它。其結果就是殼蟹被養得變大了很多，並學會了為人類幹活。","好了……吃也吃飽了，<hex:02100103>也該帶你去<hex:02100103>你的目的地了……<hex:02100103>　　　　　　——卡薩德"
237,"","",""
238,"騎上綠寶石玲龍。<hex:02100103>用充滿了未知蠻神魔力的魔笛召喚出來的魔法生物。","用充滿了疑似被綠寶石神兵吸收的未知蠻神魔力的魔笛召喚出來的魔法生物。擁有流線型的翠玉色裝甲。不知為何，好像有人將魔笛的知識共享給了所有召喚者。","以偉大魔法文明為豪的隆<hex:02100103>卡將翡翠視為魔力的象徵，<hex:02100103>有著重要的意義。<hex:02100103>　　　　　　　　　——琪梅"
239,"搭乘原型魔導機車大魔。<hex:02100103>使用了人造肌肉的新型魔導兵器。","哥布林族的技師將從基拉巴尼亞回收的帝國製魔導兵器的殘骸進行修理改良後製造出的試驗車輛。聽說由於太過追求行駛速度，導致其擁有了自我意識。如果真是這樣的話還挺可怕的。","請你去瑪托雅的洞穴<hex:02100103>向她傳達 哥布們<hex:02100103>的不滿哥布！<hex:02100103>　　　——斯洛菲克斯"
240,"騎上巧克力小妖。<hex:02100103>成長到驚人體型的葉小妖。散發著淡淡的香味。","成長到驚人體型的葉小妖。為了給各個城市送去美味的巧克力，今天它也在打起精神四處奔波。渾身散發著淡淡的甜香味，只是遇見便會有種幸福的心情。","這香味……<hex:02100103>難道是巧克力？！<hex:02100103>　　　——卡爾瓦蘭"
241,"乘坐加百列III號機。<hex:02100103>運用加百列實驗機的縮小框架製造的機體。","運用了先行交貨的加百列實驗機的縮小版框架，經第四軍團之手獨自建造的機體。內部框架使用了會對駕駛員的魔力產生反應的素材，因此會發出亮光，但其詳細原理仍然不明。","它用自己的生命點燃<hex:02100103>如太陽般耀眼的金色火焰。<hex:02100103>　　　　　　——異國的詩人"
242,"騎上雌羚羊。<hex:02100103>以動作迅捷而出名的食草動物。雌性擁有略帶藍色的皮毛。","主要棲息於草原地帶的食草動物。在第七靈災之前曾有眾多的個體生活在山嶽地區庫爾札斯。人們為了獲得羊肉和羊奶，不斷嘗試將其馴服作為家畜，可因為該生物性情多變，所以負責騎乘訓練的人必須要有十足的耐心。","我的4個孩子都正在長身體<hex:02100103>的年齡，每天都只能吃羚羊<hex:02100103>那硬邦邦的肉也太可憐了。<hex:02100103>　　　　　　　——伊薩穆瓦"
243,"騎上雄羚羊。<hex:02100103>以動作迅捷而出名的食草動物。雄性擁有一對銳利的尖角。","主要棲息於草原地帶的食草動物。由於動作迅捷，自古便被阿巴拉提亞的山嶽人民當做坐騎。近幾年隨著古代魔法術式的普及，魔力充沛的騎手甚至能夠使其翱翔於空。","幼年雄羚羊突然<hex:02100103>發狂似地成群襲來！<hex:02100103>　　——馬克西米盧瓦"
244,"","",""
245,"騎上黑鋼機龍連達巴非。<hex:02100103>傳說中擁有鋼鐵之翼的機械龍。","傳說中擁有鋼鐵之翼的機械龍。被認為是古代亞拉戈帝國為了對抗龍族而開發出的一種機械兵器，外觀神聖且莊嚴。據說只有真正的英雄，才能騎到它的背上。","哇，你已經懲罰過他們了！<hex:02100103>你比蠑螈還快啊！<hex:02100103>　　　　　　　　——仙子族"
246,"乘坐王冠號。<hex:02100103>利用飛空石的力量浮空的空中摩托。可以供雙人搭乘。","作為支援物資，芙蘭為博茲雅義軍帶來的空中摩托。其飛行的動力源與浮島的浮力源相同，都是一種被稱作飛空石的水晶。該摩托的原名在古代伊瓦利斯語中意味為「王冠」，為方便大眾稱呼，改名為了王冠號。","我的名字是芙蘭！<hex:02100103>　　　　　——芙蘭"
247,"乘坐巡航驅逐者。<hex:02100103>青藍之手開發的可變形士兵。能從人型變成飛空艇型。","將青藍之手開發的可變形士兵進行調整後，改造成了可供騎乘的機體。能從人型的槍手形態變形成飛空艇型的射擊形態。據說因其外形設計細心考究，所以加隆德煉鐵廠模型師正打算將其模型化。","很好，<hex:02100103>總算抓到他的尾巴了！<hex:02100103>　　　　　——塞塞魯卡"
248,"騎上建築06S號。<hex:02100103>地靈族製造的裝甲巨兵。已經改良成有人駕駛型。","友善的地靈族一派為了與人進行交易而製造並販賣的裝甲巨兵。除了採用利姆薩·羅敏薩的紅色主色調進行塗裝以外，還將推力增強了30%。只不過這不代表可以以3倍的速度前進。","這裡可真是個壯麗的城邦……<hex:02100103>好多高大宏偉的建築，<hex:02100103>簡直令人目不暇接……<hex:02100103>　　　　　　　——阿爾達希爾"
249,"騎上鑽石玲龍。<hex:02100103>用充滿了未知蠻神魔力的魔笛召喚出來的魔法生物。","用充滿了疑似被鑽石神兵吸收的未知蠻神魔力的魔笛召喚出來的魔法生物。據殘存於維爾利特的數據來看，該蠻神的召喚者很可能來自科爾沃人組建的抵抗勢力。","找我有什麼事嗎？<hex:02100103>莫非是被我家美麗的<hex:02100103>「鑽石」迷住了？<hex:02100103>　　　　　　——烏蘭"
250,"騎上北極熊。<hex:02100103>從北洋而來的白熊。性情溫柔的大力士。","從北洋而來的白熊。為了尋求冰品的材料，出發前往了北洋島嶼的糕點師內可可在當地給它餵食了點心，結果被它喜歡上了。除此之外，它對努力幫忙想要成功舉辦紅蓮節的冒險者也抱有好感。","控制了甜味的甜品？<hex:02100103>別開玩笑了。<hex:02100103>　　　　——梅露可可"
251,"","",""
252,"搭乘巨鯰魚金轎。<hex:02100103>祭祀鯰魚精的祖先巨鯰魚大人的浮空前進式鍍金神轎。","連續舉辦七年大鯰大祭需要龐大的資金支持，不過萬幸的是，羅薇娜所著的«大商人論»中記載著解決問題的方法。想要大賺一筆的話，只要販賣價值昂貴的商品就好了。那還有什麼比附贈八位轎夫、全體鍍金的神轎更完美的商品嗎？","嘿喲！嘿喲！<hex:02100103>這個華麗的東西<hex:02100103>叫什麼啊噗？<hex:02100103>　　　——鯰魚精"
