key,0,1,2,3,4,5,6
1273,1,0,151502,0,"<hex:02100103>另外，在右側的<hex:024804F201FA03><hex:024904F201FB03>「目的列表」<hex:0249020103><hex:0248020103>中也可以使用任務道具。<hex:02100103><hex:02100103>在選中敵人的狀態下，通過<hex:021E021403>切換到目的列表上，再用方向鍵選中邊上的道具表徵圖，按下<hex:021E020903>鍵，便可以很快速地使用了。","",""
1274,0,0,0,0,"","",""
1275,0,0,0,0,"","",""
1276,0,0,0,0,"","",""
1277,0,0,0,0,"","",""
1278,0,0,0,0,"","",""
1279,0,0,0,0,"","",""
1280,1,0,151441,0,"可以轉職為新的戰鬥職業了！<hex:02100103><hex:02100103>第二個戰鬥職業可以獲得一定的成長輔助效果，<hex:024804F201FA03><hex:024904F201FB03>討伐怪物<hex:0249020103><hex:0248020103>及<hex:024804F201FA03><hex:024904F201FB03>危命任務的報酬<hex:0249020103><hex:0248020103>所獲得的經驗值中，會得到<hex:024804F201FA03><hex:024904F201FB03>「兵裝轉換獎勵」<hex:0249020103><hex:0248020103>的額外加成。","",""
1281,1,0,151442,0,"<hex:02100103>只有在當前職業<hex:024804F201FA03><hex:024904F201FB03>不是等級最高<hex:0249020103><hex:0248020103>的職業時，兵裝轉換獎勵才會生效。<hex:02100103><hex:02100103>利用這一獎勵更好地培養自己的戰鬥職業吧！","",""
1282,0,0,0,0,"","",""
1283,0,0,0,0,"","",""
1284,0,0,0,0,"","",""
1285,0,0,0,0,"","",""
1286,0,0,0,0,"","",""
1287,0,0,0,0,"","",""
1288,0,0,0,0,"","",""
1289,0,0,0,0,"","",""
1290,1,0,151471,0,"<hex:02100103>這個任務中需要對特定<hex:024804F201FA03><hex:024904F201FB03>地點範圍<hex:0249020103><hex:0248020103>使用任務道具。<hex:02100103><hex:02100103>點擊<hex:024804F201FA03><hex:024904F201FB03>目的列表<hex:0249020103><hex:0248020103>邊上的道具表徵圖後，螢幕中會出現使用道具的目標範圍。<hex:02100103><hex:02100103>移動滑鼠將<hex:024804F201FA03><hex:024904F201FB03>範圍提示<hex:0249020103><hex:0248020103>移動到目標地點之後再點擊左鍵即可達到目的。","",""
1291,1,0,151472,0,"這個任務中需要對特定<hex:024804F201FA03><hex:024904F201FB03>地點範圍<hex:0249020103><hex:0248020103>使用任務道具。<hex:02100103><hex:02100103>通過<hex:021E021403>切換到<hex:024804F201FA03><hex:024904F201FB03>目的列表<hex:0249020103><hex:0248020103>上，再用方向鍵選中邊上的道具表徵圖，按下<hex:021E020903>鍵後，螢幕中會出現使用道具的目標範圍。<hex:02100103><hex:02100103>之後再將<hex:024804F201FA03><hex:024904F201FB03>範圍提示<hex:0249020103><hex:0248020103>移動到目標地點之後再按下<hex:021E020903>鍵即可達到目的。","",""
1292,0,0,0,0,"","",""
1293,0,0,0,0,"","",""
1294,0,0,0,0,"","",""
1295,0,0,0,0,"","",""
1296,0,0,0,0,"","",""
1297,0,0,0,0,"","",""
1298,0,0,0,0,"","",""
1299,0,0,0,0,"","",""
1300,1,0,151311,0,"<hex:02100103>捕魚人在使用<hex:024804F201FA03><hex:024904F201FB03>「拋竿」<hex:0249020103><hex:0248020103>技能後便會開始釣魚作業。<hex:02100103><hex:02100103>釣竿開始晃動時就表示<hex:024804F201FA03><hex:024904F201FB03>有魚咬餌<hex:0249020103><hex:0248020103>了。這種時候使用<hex:024804F201FA03><hex:024904F201FB03>「提鉤」<hex:0249020103><hex:0248020103>技能便可以釣上魚。","",""
1301,1,0,151312,0,"<hex:02100103>提鉤成功便會釣到咬鉤的魚。通過搭配裝備來提高<hex:024804F201FA03><hex:024904F201FB03>「獲得力」<hex:0249020103><hex:0248020103>會令釣魚的成功率得到提高，釣魚前整頓裝備也是必不可少的環節！","",""
1302,0,0,0,0,"","",""
1303,0,0,0,0,"","",""
1304,0,0,0,0,"","",""
1305,0,0,0,0,"","",""
1306,0,0,0,0,"","",""
1307,0,0,0,0,"","",""
1308,0,0,0,0,"","",""
1309,0,0,0,0,"","",""
1310,1,0,151451,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「亞拉戈神典石」<hex:0249020103><hex:0248020103>是一種古代亞拉戈文明的遺物。<hex:02100103><hex:02100103>小小的石頭中記載了上古時期各種各樣的情報，有一些收藏家願意出很高的價格來收購這些石頭。","",""
1311,1,0,151452,0,"<hex:02100103>摩杜納喪靈鐘地區的女商人們會用各種各樣的道具來<hex:024804F201FA03><hex:024904F201FB03>交換<hex:0249020103><hex:0248020103>這種石頭。<hex:02100103><hex:02100103>積攢了一定數量的亞拉戈神典石之後便去找她們做做生意吧！","",""
1312,0,0,0,0,"","",""
1313,0,0,0,0,"","",""
1314,0,0,0,0,"","",""
1315,0,0,0,0,"","",""
1316,0,0,0,0,"","",""
1317,0,0,0,0,"","",""
1318,0,0,0,0,"","",""
1319,0,0,0,0,"","",""
1320,1,0,151521,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>收藏櫃<hex:0249020103><hex:0248020103>可以收藏特定種類的物品。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※可以在物品的詳細情報介面查看能否被收藏。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>例如<hex:024804F201FA03><hex:024904F201FB03>特職專用裝備<hex:0249020103><hex:0248020103>、<hex:024804F201FA03><hex:024904F201FB03>季節活動裝備<hex:0249020103><hex:0248020103>等限定裝備。","",""
1321,1,0,151522,0,"<hex:02100103>想要放入收藏櫃內的裝備必須保證<hex:024804F201FA03><hex:024904F201FB03>耐久度<hex:0249020103><hex:0248020103>為<hex:024804F201FA03><hex:024904F201FB03>100%<hex:0249020103><hex:0248020103>以上。<hex:02100103><hex:02100103>收藏之後的裝備其<hex:024804F201FA03><hex:024904F201FB03>精鍊度<hex:0249020103><hex:0248020103>會變回<hex:024804F201FA03><hex:024904F201FB03>0%<hex:0249020103><hex:0248020103>，同時染色和隊徽等自己進行的調整也會被取消。","",""
1322,0,0,0,0,"","",""
1323,0,0,0,0,"","",""
1324,0,0,0,0,"","",""
1325,0,0,0,0,"","",""
1326,0,0,0,0,"","",""
1327,0,0,0,0,"","",""
1328,0,0,0,0,"","",""
1329,0,0,0,0,"","",""
1330,1,0,151531,0,"<hex:02100103>在玩家對戰中，參加戰鬥的玩家可以獲得相應的<hex:024804F201FA03><hex:024904F201FB03>「對戰經驗值」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>積累對戰經驗值可以提升<hex:024804F201FA03><hex:024904F201FB03>「對戰等級」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>對戰等級得到提升後，可以獲得所屬大國防聯軍的成就。","",""
1331,1,0,151532,0,"<hex:02100103>另外，參加玩家對戰可以獲得<hex:024804F201FA03><hex:024904F201FB03>狼印戰績<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>可以使用狼印戰績和<hex:024804F201FA03><hex:024904F201FB03>狼獄停船場<hex:0249020103><hex:0248020103>的士兵們<hex:024804F201FA03><hex:024904F201FB03>換取<hex:0249020103><hex:0248020103>各種各樣的道具。","",""
1332,1,0,151533,0,"<hex:02100103>有關玩家對戰的資訊可以在<hex:024804F201FA03><hex:024904F201FB03>「對戰資料」<hex:0249020103><hex:0248020103>中進行查看。<hex:02100103><hex:02100103>選擇快捷指令「角色」分類下的<hex:024804F201FA03><hex:024904F201FB03>「對戰資料」<hex:0249020103><hex:0248020103>按鈕可以打開資料選單進行查看。","",""
1333,1,0,151534,0,"<hex:02100103>有關玩家對戰的資訊可以在<hex:024804F201FA03><hex:024904F201FB03>「對戰資料」<hex:0249020103><hex:0248020103>中進行查看。<hex:02100103><hex:02100103>選擇快捷指令「角色」分類下的<hex:024804F201FA03><hex:024904F201FB03>「對戰資料」<hex:0249020103><hex:0248020103>按鈕可以打開資料選單進行查看。","",""
1334,0,0,0,0,"","",""
1335,0,0,0,0,"","",""
1336,0,0,0,0,"","",""
1337,0,0,0,0,"","",""
1338,0,0,0,0,"","",""
1339,0,0,0,0,"","",""
1340,1,0,151541,0,"","",""
1341,0,0,0,0,"","",""
1342,0,0,0,0,"","",""
1343,0,0,0,0,"","",""
1344,0,0,0,0,"","",""
1345,0,0,0,0,"","",""
1346,0,0,0,0,"","",""
1347,0,0,0,0,"","",""
1348,0,0,0,0,"","",""
1349,0,0,0,0,"","",""
1350,1,0,151551,0,"<hex:02100103>每個國家都有一片本國專門設立的<hex:024804F201FA03><hex:024904F201FB03>「冒險者住宅區」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>這裡也是大國防聯軍專門提供給各個冒險者個人或部隊的活動據點。<hex:02100103><hex:02100103>購買公寓的<hex:024804F201FA03><hex:024904F201FB03>房間<hex:0249020103><hex:0248020103>或購買<hex:024804F201FA03><hex:024904F201FB03>土地<hex:0249020103><hex:0248020103>搭建住房，共同構成了這裡的<hex:024804F201FA03><hex:024904F201FB03>「房屋」<hex:0249020103><hex:0248020103>系統。","",""
1351,1,0,151552,0,"<hex:02100103>每個國家都設定有多個冒險者住宅區，每一個作為一個<hex:024804F201FA03><hex:024904F201FB03>「區」<hex:0249020103><hex:0248020103>來管理。<hex:02100103><hex:02100103>在每個區中還劃分有60塊土地，每塊土地都有對應的<hex:024804F201FA03><hex:024904F201FB03>「號」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>具體的地址可以用「第1區1號」這種格式來表示。","",""
1352,1,0,151553,0,"<hex:02100103>購買房間或房屋之後便可以自由地對內外設施進行裝飾。<hex:02100103><hex:02100103>不過裝飾部隊房屋的話，首先要獲得部隊內的許可權才行。","",""
1353,1,0,151554,0,"<hex:02100103>購買公寓房間或土地的具體方法可以在冒險者住宅區的<hex:024804F201FA03><hex:024904F201FB03>「住宅區管理人」<hex:0249020103><hex:0248020103>那裡聽取詳細的說明。","",""
1354,0,0,0,0,"","",""
1355,0,0,0,0,"","",""
1356,0,0,0,0,"","",""
1357,0,0,0,0,"","",""
1358,0,0,0,0,"","",""
1359,0,0,0,0,"","",""
1360,1,0,151561,0,"<hex:02100103>在冒險者住宅區的所有土地面前都設立有一塊<hex:024804F201FA03><hex:024904F201FB03>門牌<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>上面記有土地所有者的情況。","",""
1361,1,0,151562,0,"<hex:02100103>如果沒有顯示土地所有者的情報，而是顯示的土地標價，則說明這塊土地還沒有人購買，可以通過<hex:024804F201FA03><hex:024904F201FB03>「土地競拍」<hex:0249020103><hex:0248020103>嘗試購買土地。<hex:02100103><hex:02100103>具體的出價方法和規則可以到各個冒險者住宅區的管理人那裡聽取詳細說明。土地的價格每經過6小時會有一次下調，根據自己手中的錢看好機會就出手吧。","",""
1362,0,0,0,0,"","",""
1363,0,0,0,0,"","",""
1364,0,0,0,0,"","",""
1365,0,0,0,0,"","",""
1366,0,0,0,0,"","",""
1367,0,0,0,0,"","",""
1368,0,0,0,0,"","",""
1369,0,0,0,0,"","",""
1370,1,0,151571,0,"<hex:02100103>這種任務需要24名冒險者齊心協力才能挑戰，是面向<hex:024804F201FA03><hex:024904F201FB03>「團隊」<hex:0249020103><hex:0248020103>的任務。<hex:02100103><hex:02100103>團隊由三個滿編小隊組合而成，其戰鬥規模要遠超過4人的輕銳小隊和8人的滿編小隊。","",""
1371,1,0,151572,0,"<hex:02100103>加入團隊時可以在隊員列表下方看到<hex:024804F201FA03><hex:024904F201FB03>團隊隊員<hex:0249020103><hex:0248020103>的職業表徵圖及當前體力。<hex:02100103><hex:02100103>與團隊隊友一同奮戰，體會一下多人內容的樂趣吧。","",""
1372,0,0,0,0,"","",""
1373,0,0,0,0,"","",""
1374,0,0,0,0,"","",""
1375,0,0,0,0,"","",""
1376,0,0,0,0,"","",""
1377,0,0,0,0,"","",""
1378,0,0,0,0,"","",""
1379,0,0,0,0,"","",""
1380,1,0,151581,0,"<hex:02100103>特定大型任務<hex:024804F201F403><hex:024904F201F503>(※)<hex:0249020103><hex:0248020103>的寶箱中所獲得的<hex:024804F201FA03><hex:024904F201FB03>裝備<hex:0249020103><hex:0248020103>或<hex:024804F201FA03><hex:024904F201FB03>屬性強化道具<hex:0249020103><hex:0248020103>每週只能獲取1個，並且與<hex:024804F201FA03><hex:024904F201FB03>需求<hex:0249020103><hex:0248020103>和<hex:024804F201FA03><hex:024904F201FB03>貪婪<hex:0249020103><hex:0248020103>等條件沒有關係。<hex:02100103><hex:02100103>同時對多個道具選擇「需求」或「貪婪」時，只要獲得了其中之一，其他的道具便會自動被作為<hex:024804F201FA03><hex:024904F201FB03>放棄<hex:0249020103><hex:0248020103>處理。","",""
1381,1,0,151582,0,"<hex:02100103>團隊任務中的寶箱會按照每個小隊分別出現，獲取權利也僅限對應的小隊。<hex:02100103><hex:02100103>另外，有的任務有時會在寶箱之外獲得每週只能獲得1次的特殊道具。","",""
1382,1,0,151583,0,"<hex:02100103>這些權利會在<hex:024804F201FA03><hex:024904F201FB03>地球時間每週週二16點<hex:0249020103><hex:0248020103>重置。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※有著每週限制的任務都會在任務搜尋器的資訊中顯示出<hex:024804F201FA03><hex:024904F201FB03>「領取報酬：1周1次」<hex:0249020103><hex:0248020103>，也可以從這裡確認每週的取得狀況。<hex:0249020103><hex:0248020103>","",""
1383,0,0,0,0,"","",""
1384,0,0,0,0,"","",""
1385,0,0,0,0,"","",""
1386,0,0,0,0,"","",""
1387,0,0,0,0,"","",""
1388,0,0,0,0,"","",""
1389,0,0,0,0,"","",""
1390,1,0,151591,0,"<hex:02100103>快捷指令的<hex:024804F201FA03><hex:024904F201FB03>「小隊」<hex:0249020103><hex:0248020103>分類中追加了<hex:024804F201FA03><hex:024904F201FB03>「隊員招募」<hex:0249020103><hex:0248020103>功能。<hex:02100103>打開隊員招募視窗可以查看符合自己當前狀態的招募資訊。同時也能夠直接在視窗中參加他人小隊、修改搜索條件以及主動招募隊員。","",""
1391,1,0,151592,0,"<hex:02100103>看到條件合適的招募資訊，直接打開詳細內容後便可以按下「參加」按鈕加入小隊。<hex:02100103><hex:02100103>想要尋找隊伍的時候最好積極使用搜索功能。","",""
1392,1,0,151593,0,"<hex:02100103>自己招募隊員時要首先打開「編輯招募內容視窗」，設定好目的和人數，再加上適當的說明，便可以開始進行招募了。<hex:02100103><hex:02100103>招募開始之後也可以隨時修改內容或撤銷招募。","",""
1393,1,0,151591,0,"<hex:02100103>快捷指令的<hex:024804F201FA03><hex:024904F201FB03>「小隊」<hex:0249020103><hex:0248020103>分類中追加了<hex:024804F201FA03><hex:024904F201FB03>「隊員招募」<hex:0249020103><hex:0248020103>功能。<hex:02100103>打開隊員招募視窗可以查看符合自己當前狀態的招募資訊。同時也能夠直接在視窗中參加他人小隊、修改搜索條件以及主動招募隊員。","",""
1394,0,0,0,0,"","",""
1395,0,0,0,0,"","",""
1396,0,0,0,0,"","",""
1397,0,0,0,0,"","",""
1398,0,0,0,0,"","",""
1399,0,0,0,0,"","",""
1400,1,0,151601,0,"<hex:02100103>在進行採集作業時，偶爾會發現採集點中出現<hex:024804F201FA03><hex:024904F201FB03>「隱藏資源」<hex:0249020103><hex:0248020103>的情況。","",""
1401,1,0,151602,0,"<hex:02100103>當「隱藏資源」屬於<hex:024804F201FA03><hex:024904F201FB03>「稀有資源」<hex:0249020103><hex:0248020103>時，在採集過後資源就會消失。<hex:02100103><hex:02100103>另外，這種情況下的隱藏資源只能採取1個，提高採集數量的技能不會起到任何作用。","",""
1402,0,0,0,0,"","",""
1403,0,0,0,0,"","",""
1404,0,0,0,0,"","",""
1405,0,0,0,0,"","",""
1406,0,0,0,0,"","",""
1407,0,0,0,0,"","",""
1408,0,0,0,0,"","",""
1409,0,0,0,0,"","",""
1410,1,0,151611,0,"<hex:02100103>大地使者在進行採集時有時會發現<hex:024804F201FA03><hex:024904F201FB03>「陳舊的地圖」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>捕魚人需要使用<hex:024804F201FA03><hex:024904F201FB03>釣組<hex:0249020103><hex:0248020103>才能發現。","",""
1411,1,0,151612,0,"<hex:02100103>「陳舊的地圖」可以使用<hex:024804F201FA03><hex:024904F201FB03>「解讀」<hex:0249020103><hex:0248020103>指令來進行解讀。","",""
1412,1,0,151613,0,"<hex:02100103>關於「陳舊的地圖」還有很多傳聞，主要都在東拉諾西亞的葡萄酒港附近流傳，有興趣的可以去那邊打聽一下。","",""
1413,0,0,0,0,"","",""
1414,0,0,0,0,"","",""
1415,0,0,0,0,"","",""
1416,0,0,0,0,"","",""
1417,0,0,0,0,"","",""
1418,0,0,0,0,"","",""
1419,0,0,0,0,"","",""
1420,1,0,151621,0,"<hex:02100103>共通技能<hex:024804F201FA03><hex:024904F201FB03>「解讀」<hex:0249020103><hex:0248020103>可以用來分析<hex:024804F201FA03><hex:024904F201FB03>「陳舊的地圖」<hex:0249020103><hex:0248020103>的具體內容。<hex:02100103><hex:02100103>解讀清楚之後，<hex:024804F201FA03><hex:024904F201FB03>「陳舊的地圖」<hex:0249020103><hex:0248020103>會變成任務道具<hex:024804F201FA03><hex:024904F201FB03>「寶物地圖」<hex:0249020103><hex:0248020103>，並且會標記出埋藏有寶物的地點。","",""
1421,1,0,151622,0,"<hex:02100103>寶物地圖一次只能持有一張。<hex:02100103><hex:02100103>要解讀其他「陳舊的地圖」時必須要先尋找到手中已有的「寶物地圖」所記載的寶物，或者將「寶物地圖」丟棄掉。","",""
1422,0,0,0,0,"","",""
1423,0,0,0,0,"","",""
1424,0,0,0,0,"","",""
1425,0,0,0,0,"","",""
1426,0,0,0,0,"","",""
1427,0,0,0,0,"","",""
1428,0,0,0,0,"","",""
1429,0,0,0,0,"","",""
1430,1,0,151631,0,"<hex:02100103>使用任務道具<hex:024804F201FA03><hex:024904F201FB03>「寶物地圖」<hex:0249020103><hex:0248020103>可以查看寶物的埋藏地點。<hex:02100103><hex:02100103>之後就需要根據地圖來嘗試尋找具體的位置了。","",""
1431,1,0,151632,0,"<hex:02100103>到達推定地點之後使用共通技能<hex:024804F201FA03><hex:024904F201FB03>「挖掘」<hex:0249020103><hex:0248020103>可以嘗試尋找是否埋藏著寶物。<hex:02100103><hex:02100103>如果位置推定正確則一定會挖到寶箱。","",""
1432,1,0,151633,0,"<hex:02100103>不過打開寶箱時很可能會觸發到陷阱，陷阱會招來魔物，將引來的魔物消滅掉之後才可以拿到寶物。","",""
1433,0,0,0,0,"","",""
1434,0,0,0,0,"","",""
1435,0,0,0,0,"","",""
1436,0,0,0,0,"","",""
1437,0,0,0,0,"","",""
1438,0,0,0,0,"","",""
1439,0,0,0,0,"","",""
1440,1,0,151641,0,"<hex:02100103>蠻族任務是指從生活在各地的蠻族手中接受的各種任務，每天的任務都有所不同。完成任務之後會提高與蠻族的<hex:024804F201FA03><hex:024904F201FB03>「友好度」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>關係變得親密之後會提高相應的<hex:024804F201FA03><hex:024904F201FB03>「友好關係等級」<hex:0249020103><hex:0248020103>。","",""
1441,1,0,151642,0,"<hex:02100103>每天能夠接受12個蠻族任務。一天過後可以接受的任務會有所更換，不過前一天的任務沒有完成時無法接受新的任務。","",""
1442,1,0,151643,0,"<hex:02100103>與各個蠻族的友好度及友好關係等級可以在<hex:024804F201FA03><hex:024904F201FB03>「角色」<hex:0249020103><hex:0248020103>下的<hex:024804F201FA03><hex:024904F201FB03>「評價」<hex:0249020103><hex:0248020103>一欄中查看。<hex:02100103><hex:02100103>友好關係等級越高，對蠻族的生活和習性也會了解得更多。","",""
1443,0,0,0,0,"","",""
1444,0,0,0,0,"","",""
1445,0,0,0,0,"","",""
1446,0,0,0,0,"","",""
1447,0,0,0,0,"","",""
1448,0,0,0,0,"","",""
1449,0,0,0,0,"","",""
1450,1,0,151651,0,"<hex:02100103>完成蠻族任務可以提高發行任務的蠻族的友好度。<hex:02100103><hex:02100103>友好度提升到一定程度之後會提升蠻族的友好關係等級，友好關係等級提高之後可以接受一些特殊的任務。","",""
1451,1,0,151652,0,"<hex:02100103>提升蠻族的友好關係等級之後可以在蠻族的專用商店購買一些蠻族相關的道具。","",""
1452,1,0,151653,0,"<hex:02100103>友好關係等級越高，能夠購買的道具種類也會越多。盡量提升等級去購買特殊的道具吧！","",""
1453,0,0,0,0,"","",""
1454,0,0,0,0,"","",""
1455,0,0,0,0,"","",""
1456,0,0,0,0,"","",""
1457,0,0,0,0,"","",""
1458,0,0,0,0,"","",""
1459,0,0,0,0,"","",""
1460,1,0,151661,0,"<hex:02100103>通過<hex:024804F201FA03><hex:024904F201FB03>「搬運」<hex:0249020103><hex:0248020103>可以將貨物運送到目的地。<hex:02100103><hex:02100103>「搬運」狀態下有專門的狀態表徵圖，表徵圖上顯示的數字表示<hex:024804F201FA03><hex:024904F201FB03>「持續搬運的剩餘時間」<hex:0249020103><hex:0248020103>。","",""
1461,1,0,151661,0,"<hex:02100103>搬運過程中遭到敵人攻擊時會減少持續的時間。當持續時間減到0時會損失掉搬運中的貨物。","",""
1462,0,0,0,0,"","",""
1463,0,0,0,0,"","",""
1464,0,0,0,0,"","",""
1465,0,0,0,0,"","",""
1466,0,0,0,0,"","",""
1467,0,0,0,0,"","",""
1468,0,0,0,0,"","",""
1469,0,0,0,0,"","",""
1470,1,0,151671,0,"<hex:02100103>在<hex:024804F201FA03><hex:024904F201FB03>「透明」<hex:0249020103><hex:0248020103>狀態下可以隱蔽自身的氣息，讓敵人不會注意到自己。<hex:02100103><hex:02100103>「透明」狀態下有專門的狀態表徵圖，表徵圖上顯示的數字表示<hex:024804F201FA03><hex:024904F201FB03>「透明效果的剩餘時間」<hex:0249020103><hex:0248020103>。","",""
1471,1,0,151672,0,"<hex:02100103>透明狀態下無法發動任何技能。當剩餘時間減到0時狀態會解除。<hex:02100103><hex:02100103>特殊的能量點能夠延長透明狀態的時間。","",""
1472,0,0,0,0,"","",""
1473,0,0,0,0,"","",""
1474,0,0,0,0,"","",""
1475,0,0,0,0,"","",""
1476,0,0,0,0,"","",""
1477,0,0,0,0,"","",""
1478,0,0,0,0,"","",""
1479,0,0,0,0,"","",""
1480,1,0,151681,0,"<hex:02100103>乘上特殊坐騎時會顯示出特殊熱鍵欄。此時特殊熱鍵欄上會有特殊的技能。<hex:02100103><hex:02100103>使用這些特殊的技能可以完成一些特定的任務。","",""
1481,1,0,151682,0,"<hex:02100103>乘上特殊坐騎時會顯示出特殊十字熱鍵欄。此時特殊十字熱鍵欄上會有特殊的技能。<hex:02100103><hex:02100103>使用這些特殊的技能可以完成一些特定的任務。","",""
1482,0,0,0,0,"","",""
1483,0,0,0,0,"","",""
1484,0,0,0,0,"","",""
1485,0,0,0,0,"","",""
1486,0,0,0,0,"","",""
1487,0,0,0,0,"","",""
1488,0,0,0,0,"","",""
1489,0,0,0,0,"","",""
1490,1,0,151691,0,"<hex:02100103>與孤高的美容師讓代萊納相識了。<hex:02100103><hex:02100103>可以通過旅館客房內的「美容師傳喚鈴」將讓代萊納召到身邊來調整自己的髮型及髮色。","",""
1491,1,0,151692,0,"<hex:02100103>想要改變一下形象時就找讓代萊納改變一下髮型吧，或許可以尋找出自己的全新一面。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※改變容貌時需要向讓代萊納支付2000金幣的手續費。<hex:0249020103><hex:0248020103>","",""
1492,0,0,0,0,"","",""
1493,0,0,0,0,"","",""
1494,0,0,0,0,"","",""
1495,0,0,0,0,"","",""
1496,0,0,0,0,"","",""
1497,0,0,0,0,"","",""
1498,0,0,0,0,"","",""
1499,0,0,0,0,"","",""
1500,1,0,151701,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「隨機任務」<hex:0249020103><hex:0248020103>開放了！在這一系統中可以隨機進入到某個指定範圍內的迷宮，同時獲得額外的報酬。","",""
1501,1,0,151702,0,"<hex:02100103>以當前申請數量較少的職能參加「隨機任務」時，還會得到<hex:024804F201FA03><hex:024904F201FB03>「少數職能獎勵」<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>幫助其他冒險者的同時還能夠拿到合適的獎勵，發揚一下助人為樂的精神吧！","",""
1502,0,0,0,0,"","",""
1503,0,0,0,0,"","",""
1504,0,0,0,0,"","",""
1505,0,0,0,0,"","",""
1506,0,0,0,0,"","",""
1507,0,0,0,0,"","",""
1508,0,0,0,0,"","",""
1509,0,0,0,0,"","",""
1510,1,0,151711,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「投票驅逐」<hex:0249020103><hex:0248020103>功能可以強制將某一玩家驅趕出隊伍，在隊友長時間離線或離席，或者對他人進行騷擾的情況下可以使用該功能將其趕走。<hex:02100103><hex:02100103>在<hex:024804F201FA03><hex:024904F201FB03>「小隊」<hex:0249020103><hex:0248020103>分類下的<hex:024804F201FA03><hex:024904F201FB03>「小隊隊員」<hex:0249020103><hex:0248020103>中選擇<hex:024804F201FA03><hex:024904F201FB03>「投票驅逐」<hex:0249020103><hex:0248020103>指令，便可以發起投票。","",""
1511,1,0,151712,0,"<hex:02100103>發起「投票驅逐」時必須要選擇驅逐理由。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※濫用驅逐功能可能會遭到處罰，請謹慎使用。<hex:0249020103><hex:0248020103>","",""
1512,1,0,151713,0,"<hex:02100103>發起「投票驅逐」之後，會向其他隊員發送投票消息。<hex:02100103><hex:02100103>支持驅逐的投票數量超過半數時便會將目標隊員驅逐出隊伍。","",""
1513,0,0,0,0,"","",""
1514,0,0,0,0,"","",""
1515,0,0,0,0,"","",""
1516,0,0,0,0,"","",""
1517,0,0,0,0,"","",""
1518,0,0,0,0,"","",""
1519,0,0,0,0,"","",""
1520,1,0,151721,0,"<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>最優隊員<hex:0249020103><hex:0248020103>可以指<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·很努力的隊員<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·很有趣的隊員<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>·很友善的隊員<hex:0249020103><hex:0248020103><hex:02100103>等等給人留下了良好印象的人。","",""
1521,1,0,151722,0,"<hex:02100103>任務結束之後，畫面右下方會彈出<hex:024804F201FA03><hex:024904F201FB03>「最優隊員推薦」<hex:0249020103><hex:0248020103>的提示，點擊之後會打開投票視窗。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※「最優隊員推薦」的投票只能投給申請參加任務時所在隊伍之外的玩家。<hex:0249020103><hex:0248020103>","",""
1522,1,0,151723,0,"<hex:02100103>被其他玩家推薦為最優隊員一定次數之後會達成相應的成就，同時還能夠得到特別的報酬。<hex:02100103><hex:02100103>懷著愉快的心態去給人留下好印象吧！","",""
1523,0,0,0,0,"","",""
1524,0,0,0,0,"","",""
1525,0,0,0,0,"","",""
1526,0,0,0,0,"","",""
1527,0,0,0,0,"","",""
1528,0,0,0,0,"","",""
1529,0,0,0,0,"","",""
1530,1,0,151731,0,"<hex:02100103>在查看部隊資訊時可以向該部隊發送入隊申請。<hex:02100103><hex:02100103>部隊資訊中會標明該部隊正在招募的職能、主要的活動內容和時間。<hex:02100103><hex:02100103>按下「提交入隊申請」按鈕可以嘗試申請加入該部隊。","",""
1531,1,0,151732,0,"<hex:02100103>提交申請之後可以在快捷指令的「部隊」一項中查看相應的狀態。<hex:02100103><hex:02100103>按下「撤銷入隊申請」按鈕可以將之前已經發出的申請收回。<hex:02100103><hex:02100103>在申請得到部隊的批准之後才會正式加入。","",""
