key,0,1,2,3,4,5,6,7,8,9,10
27,28,1,0,69561,0,72583,72528,4,"女王護衛","Queen's Guard","鬪神天佑女王忠實的信徒。<hex:02100103>女王的士兵、騎士、槍手、戰士，他們也是慘遭精煉的新生女王之刃。非常遺憾，他們的身體已經化作了「異形」……<hex:02100103><hex:02100103>女王士兵是人稱潛行無蹤姆拉登的硌獅族義軍。<hex:02100103>姆拉登是在多瑪生活的第二代博茲雅難民。他精通忍術，在奪回多瑪城一戰時也曾作為多瑪抵抗組織的一員活躍在前線。多瑪解放後，他來到博茲雅，加入了白沙恩帶領的博茲雅義軍。在那裡他不但作為多瑪式忍術的教官負責為義軍培養士兵，還會前往第四軍團進行諜報任務。雖然在攻略帝國湖岸堡時他作為分遣隊的一員前往博茲雅北部，幸運地保住了一命，之後卻在南方博茲雅戰線上被精煉成了信徒。<hex:02100103>他無親無故，孑然一身，常常像口頭禪一樣念叨著「即使戰死沙場也沒有人為我悲傷，我就也無需顧慮太多了」。不知被精煉後，他的心中是作何感受……<hex:02100103><hex:02100103>女王騎士是有著勇武先鋒阿迪斯稱號的硌獅族義軍成員。<hex:02100103>阿迪斯出身於博茲雅的邊境傑爾奔特，與眾多的行省民一樣，他接受了帝國式的教育成為了帝國士兵。以博茲雅堡壘蒸發事件為契機，他加入了博茲雅義軍。身為百夫長，卻一馬當先殺入敵陣，是一位不折不扣的猛士，而且在軍中獲得名望後，他還有了喜歡單挑對決的壞習慣。不過部下們對他非常信賴，有不少年輕人十分憧憬他捨身殺敵的英姿。在南方博茲雅戰線上，為了讓己方隊員撤離，他殿後與敵人對峙。最終由於受到了鬪神乙太的影響而被精煉成了信徒。<hex:02100103>因阿迪斯的犧牲而得以倖存的義軍士兵們回到據點後都眼流血淚低聲啜泣，希望自己能代替阿迪斯犧牲。據說他們的慟哭之聲迴響在整個甘戈斯……<hex:02100103><hex:02100103>女王戰士是被稱為電光急速圖蓋姆的魯加族義軍成員。<hex:02100103>雖然身為女性，卻能自在地揮舞超過自己身高的巨大戰斧，其身姿宛如軍神降世。圖蓋姆是土生土長的博茲雅人，且出身於小國博茲雅時代統治者階級之一的貴族名門，是實打實的菁英人士。博茲雅被帝國統治後，她破例享有自由民的地位與權力，可為了解放祖國，她毅然決然地放棄特權加入了博茲雅義軍。雖然她曾是米希亞最為厭惡的貴族階級，但卻從未有過蔑視平民的言行舉止。因為平日裡沉默寡言，很少外露感情，以致於很多人對她都有過誤解，但她其實比任何人都更支持白沙恩建立平等社會的理想。<hex:02100103>化身為異形之人的圖蓋姆獲得了自由操控重力的能力，阻擋在冒險者面前……<hex:02100103><hex:02100103>女王槍手是被帝國軍稱為碧藍死神的硌獅族義軍成員拉提米爾。<hex:02100103>拉提米爾從前在博茲雅的邊境以打獵為生。博茲雅堡壘蒸發事件導致眾多無辜的博茲雅人死亡，拉提米爾認為這是帝國對博茲雅人民的虐殺，因此加入了博茲雅義軍。原本就擅長使用槍械的拉提米爾在軍隊中逐漸展現出了狙擊手的才能。帝國軍襲擊格拉河的義軍據點時，面對突如其來的夜襲，義軍陣腳大亂，瀕臨崩潰。倖存者們試圖逃離據點，可卻已經被帝國軍重重包圍，無處可逃。就在此時，包圍據點的帝國兵們竟然遭到狙擊，一個接一個地倒下了。在月光暗淡、漆黑一片的夜晚，不知從何處射來的子彈將同伴逐一擊倒，這下輪到帝國軍開始恐慌了。而這位狙擊手正是當晚負責放哨的拉提米爾。他隻身返回據點附近進行狙擊，試圖瓦解帝國軍的包圍網。等到黎明時分，約有36名帝國兵被他的狙擊子彈貫穿額頭。突襲部隊不得已只好撤退，殘存在據點的義軍士兵們也終於挺過了這九死一生的夜晚。<hex:02100103>曾經的碧藍死神，書寫傳奇的拉提米爾，如今正以異形之人的姿態保護著女王……<hex:02100103>"
28,29,1,0,69561,0,72584,72529,4,"誓約之三位一體","Trinity Avowed","鬪神天佑女王忠實的信徒。<hex:02100103>被精煉後的新生女王之刃隊員不動羅刹斯塔尼克、魔天將澤文、風花舞伊索爾德三人的身體已經化作了「異形」，並融合成了誓約之三位一體阻擋在冒險者的面前……<hex:02100103><hex:02100103>那是帝國湖岸堡攻略作戰開始的數月前……<hex:02100103>帝國湖岸堡一名源於其附近一座名為伊加科洛的湖。這座湖是博茲雅地區最大的鹽湖。在古代博茲雅語中，伊加科洛的意思是「鏡之湖」，湖如其名，天氣晴朗時，湖面上沒有一絲波浪，會像鏡面一樣反射天空中的景色。當時，從湖邊的義軍據點——沃洛狄前哨傳來了帝國軍來襲的消息，因為前哨陣地的偽裝已經被帝國軍識破，白沙恩立刻下令全軍撤離該地，並派遣澤文、斯塔尼克、伊索爾德前去支援友軍撤退。三人率領著各自的部隊前往沃洛狄前哨，雖然成功與殘存的駐軍匯合，卻在撤退途中遭遇了阿爾貝雷歐率領的帝國軍伏擊。阿爾貝雷歐正是看準了他們帶著傷兵行軍緩慢，才提前進行了埋伏。雖然處於弱勢，三人還是拼上性命奮力反擊，就算已經被帝國軍包圍，他們仍然利用岩石、樹木甚至是同伴的遺體充當沙袋，巧妙地構建起防禦工事，打算以此撐過帝國軍的猛攻。可殘存的部隊終究勢單力薄，難以抵禦帝國軍的進攻。三人意識到情況危急，這樣下去遲早會被全殲，於是澤文和斯塔尼克將傷兵託付給伊索爾德，自己帶領一小部分人佯裝進攻掩護他們逃脫。面對意料之外的反攻，帝國軍亂了陣腳，伊索爾德趁機成功逃脫，澤文和斯塔尼爾與僅剩的幾名殘兵卻徹底被包圍了。望著天空中的明月，二人享受著最後短暫的寧靜。帝國軍雖然停止了攻擊，但應該只是在等待增援部隊吧。待到黎明時分，他們就會再次進攻，到時我們必將命喪於此……不出所料，天空微微泛白時，遠處便傳來了帝國軍的行軍號令。這就是我們的結局了……正在二人準備赴死之時，不遠處卻響起了熟悉的曲調。那竟是伊索爾德演奏的博茲雅民謠。她也帶著增援部隊殺了回來。<hex:02100103><hex:02100103>就在帝國湖岸堡攻略作戰的前夜，斯塔尼克還說過想聽伊索爾德彈奏那支曲子。伊索爾德微微一笑，拿起慣用的愛弓代替樂器演奏起來。澤文喝了一口酒，閉上眼睛，回想起了曾經那些並肩作戰的時光。他們約定等到戰爭結束後，再伴著這首曲子把酒言歡……<hex:02100103>"
29,30,1,0,69561,0,72585,72530,5,"天佑女王","the Queen","古代亞拉戈帝國製作的媒介武器。對鬪神進行了徹底研究後，亞拉戈帝國研發出更簡單的方法使鬪神現身並加以控制，而這種武器正是召喚鬪神的媒介。其中的這把被命名為天佑女王。<hex:02100103>為何這把媒介武器會成為古代博茲雅的聖劍，原因尚不明確。不過考慮到古代博茲雅並沒有能與亞拉戈帝國抗衡的軍事力量，可以斷定不是從亞拉戈帝國奪來的，偷來一說也不太現實，更不可能是古代亞拉戈帝國拱手送出的。最有可能的猜測就是某些對帝國心灰意冷的古代亞拉戈人流亡至古代博茲雅後，獻上此物以求庇護，才有了這把聖劍。<hex:02100103>無論真相如何，細節已經不得而知。現在能夠確定的，只有這把統治古代博茲雅的女王貢希爾德的專屬佩劍，其實是亞拉戈帝國製作出的媒介武器。<hex:02100103><hex:02100103>這把武器的運作原理也十分有趣。<hex:02100103>在古代伊瓦利斯，人們將聖石尊為聖遺物，而聖石實際上是太古之時從宇宙降臨的聖天使阿爾蒂瑪用自身的魔力做出的一種特殊水晶。聖石會對人類的慾望產生反應，在吸取慾望後，賦予其實體化的力量。這就是聖石的本質。古代亞拉戈帝國的研究者看中了聖石的這種特性，對其進行了改良和優化，製造出媒介武器。而後又成功地利用使用者的慾望，特別是那些真切的願望作為媒介召喚出鬪神，進而研究出控制鬪神的方法。在無數次失敗後，研究者們終於得出結論：只要持有超越之力，就能以自身為容器召喚出鬪神……古代亞拉戈帝國的學術能力之強由此可見一斑。<hex:02100103><hex:02100103>時光流逝，現在米希亞決定利用自己的身體作為容器，基於聖劍的傳說以及最後的女王貢希爾德的悲劇召喚出鬪神。不過單純召喚出鬪神並非大功告成，還要用自身意志加以操控。要實現這一點，必須擁有超越之力。從加雷馬帝國的諜報網得到消息後，米希亞將目光放在了薩雷安的賢人水琴身上。她擄走擁有超越之力「眺望未來」的水琴，打算將她的能力複製到自己身上。正巧第四軍團剛好獲得了奧盧斯·瑪爾·亞希納在超越技術研究所開發的超越者強化技術。利用這項技術，米希亞成為了超越者。<hex:02100103><hex:02100103>米希亞利用聖劍吸收的最後一任女王貢希爾德，也就是奈文比·博特雅失的乙太殘渣和她的部分記憶乙太，成功做出了幻影。雖然這已經足夠令叛軍化為信徒，不過要想達成最終目標——召喚出鬪神真身，還需要更多的乙太。而一座名為女王古殿的古代博茲雅王宮中正好有大量的乙太供給。利用沉睡在王宮深處的巨大水晶——女王光輪，米希亞終於成功激發出了聖劍真正的力量。<hex:02100103><hex:02100103>成為了鬪神天佑女王的米希亞為了清算長年的怨恨，實現伽布拉斯的思想，向冒險者發起了挑戰……<hex:02100103><hex:02100103>"
30,23,1,0,69561,0,72586,72531,3,"羅斯提克·琉芭失","Rostik Liubasch","56歲。硌獅族。出生於舊博茲雅王都博茲雅。<hex:02100103>博茲雅義軍的一員。<hex:02100103><hex:02100103>立志從加雷馬帝國的統治中解放博茲雅管區，建立獨立國家。<hex:02100103><hex:02100103>他的父親曾是效命於小國博茲雅正規軍的絕槍戰士。受這位偉大父親的影響，長大後他也踏上了相同的道路。不過，羅斯提克對父親其實並沒有什麼印象。<hex:02100103>在他還小的時候，加雷馬帝國為了掃除伊爾薩巴德大陸南部的剩餘小國，以破竹之勢發起了進攻。羅斯提克的父親不得已將幼小的獨子託付給了自己的恩師——一名老絕槍戰士，之後就再也沒有回來過。<hex:02100103>雖然大家都稱讚他父親是護國的英雄，可父親守護的這個國家仍然被加雷馬帝國併入版圖，從此消失了。事已至此，至少成為一個能夠守護故鄉的男子漢吧。少年羅斯提克暗下決心，跟隨養父學習絕槍戰士的本領，長大後成為了帝國軍的一員。這次，一定要成為保衛故鄉的護盾。<hex:02100103>然而就像父親一樣，他也沒能守護住故鄉。他為了保護同胞而加入軍隊，可就在參軍期間博茲雅堡壘蒸發事件發生了。故鄉這次是真的、字面意思上的消失了。<hex:02100103><hex:02100103>事件發生後，對帝國心灰意冷的他逃出了軍隊。有段時間他化身為復仇的厲鬼，毫無計劃地不斷襲擊帝國軍。可無論他身為絕槍戰士有多麼高超的戰鬥技巧，一個人能做到的事情終歸是有限的。某天，羅斯提克遭到了帝國軍伏擊，雖然勉強脫身，卻身受重傷倒在了森林之中，只能等死。<hex:02100103>危機之下，是白沙恩救了他一命。當時博茲雅義軍正巧想要攻擊同一支帝國軍部隊，看到羅斯提克落敗逃走，趕忙出手相救。自此羅斯提克開始與義軍共同行動，並在理性的白沙恩的教導下認識到，不應該只為了復仇胡亂揮舞手中的槍刃，而是要將「守護之技」傳授給更多的有志之士。<hex:02100103>就這樣，瀕臨失傳的絕槍戰士技能再次得到傳承。不論是博茲雅義軍的核心成員馬爾夏克，還是在奇妙的命運指引下結識的拂曉血盟桑克瑞德，都算是羅斯提克的門生。羅斯提克向著嶄新的未來不斷前進，想要通過自己的技巧與教誨實現重建博茲雅的夢想。<hex:02100103>"
31,31,2,0,69620,0,72588,72533,1,"守部花鳥","Atori Moribe","29歲。敖龍族。出生於納夏西南的得勒村。<hex:02100103>納夏抵抗組織的一員。東方聯盟派遣的援軍之一。<hex:02100103><hex:02100103>花鳥一族是從多瑪移居至納夏的，因此依然延續著多瑪風格（東方風格）的名字。敬重先祖之靈的習慣也源自多瑪，但因在納夏生活數代，在文化方面已然與納夏人無甚差別。<hex:02100103><hex:02100103>26年前，帝國軍入侵納夏，在得勒村大肆屠殺，眾多花鳥的族人在此事件中喪命。<hex:02100103>彼時第十一軍團麾下的第十七步兵旅團向納夏西南的山區進軍。納夏抵抗組織的兵力雖然遠不及帝國軍，卻憑藉熟悉地形的優勢與敵人打起了游擊戰。他們從密林中射殺哨兵，當對方追著射手深入密林時，伏兵則會對其進行圍剿。在這種日夜不分的小規模游擊戰的騷擾下，步兵旅團的士兵們承受了相當大的精神壓力。<hex:02100103>在這樣的背景下，步兵旅團在進行補給的落腳處得勒村釀造了慘案。得勒村是一個規模極小的村子，當時並沒有抵抗組織駐紮。村民們因恐懼服從於帝國軍的命令，老老實實地為他們提供水和食物等補給。一天，一個喝醉的帝國兵無緣無故地毆打了當地居民，被襲擊的村民拚死反抗，卻因此激怒了帝國兵，被活活打死。之後，喝醉的帝國兵向隊長謊稱自己遭到了抵抗組織的襲擊。當隊長向村民們確認時，手持農具的村民們憤怒地要求帝國軍離開村子。在一片罵聲中，精神壓力已達極限的士兵們開槍掃射村民，結果演變成了帝國軍單方面的虐殺事件。<hex:02100103>起初，這次事件被偽裝成與抵抗組織發生了戰鬥，但沒過多久就因為倖存村民的證言以及尚有良知的帝國兵的內部告發而真相大白。第十七步兵旅團被移送至帝國首都，受到了軍法的制裁。雖然瓦厲斯大將軍對此事件表示了遺憾之情，但這並不能蓋住納夏行省人們的怨懟之聲。<hex:02100103><hex:02100103>花鳥便是在此虐殺事件中倖存的人。當時年僅4歲的花鳥在虐殺事件發生時，與負傷的母親一同逃出了村子。她們在密林中不吃不喝地徘徊了三天三夜，最終幸運地遇到了正在放哨的抵抗組織士兵。十分遺憾的是，花鳥的母親並沒有撐下去，僅花鳥一人得救。<hex:02100103>精神受到巨大創傷的花鳥陷入了暫時失語狀態，後來隨著時間的推移而逐漸恢復，並為得勒村的事件提供了詳細的證言。<hex:02100103><hex:02100103>花鳥就此加入抵抗組織，投身於抗擊帝國的戰鬥中，並以精湛的槍術嶄露頭角。<hex:02100103>她將失語時一直悉心照料自己的虎鬚視為親生兄長一般仰慕著。<hex:02100103><hex:02100103>"
32,32,2,0,69620,0,72589,72534,2,"虎鬚","Kosyu","38歲。魯加族。出生於納夏東北的渀萊村。<hex:02100103>納夏抵抗組織的一員。東方聯盟派遣的援軍之一。<hex:02100103><hex:02100103>生活在納夏東北部密林中的少數民族的戰士。由於其他種族難以理解他那過於獨特的原名，在納夏的反帝國組織中，眾人專門取了一個諢名「虎鬚（像老虎一樣硬邦邦的毛髮）」來稱呼他。<hex:02100103>然而因為口音太重，大家常常聽不懂他的話。因此在抵抗組織內部了解虎鬚的人也極少。但是沒有人質疑虎鬚作為斧術師的造詣，本次向博茲雅派遣援軍時，虎鬚也得到了眾人的一致認可。<hex:02100103><hex:02100103>在帝國開始入侵納夏時，虎鬚生活的渀萊村便被捲入了戰爭的漩渦。年僅8歲的虎鬚失去了大半親人，與其他逃出村子的人們一起過著逃難生活。然而隨著帝國的進軍，不斷向南逃難的日子越發艱苦。虎鬚曾有一個與他相差3歲的妹妹，卻不幸在流浪的途中患病離世。將妹妹的遺骸鄭重下葬後，虎鬚在她的墓前發誓再也不會流一滴眼淚，而後便加入了抵抗組織。<hex:02100103>雖然虎鬚因為口音不善交流，但人們很快便發現這個年輕人不僅武藝精湛，學識也十分優秀。<hex:02100103>在納夏被帝國征服的1年前，在林中巡邏的虎鬚遇到了一對飢腸轆轆、精疲力竭的母女。母親告知了得勒村的事件並把女兒託付給他後便氣絕身亡。也許是哀痛過度的緣故，幼小的女孩陷入了失語狀態。這個女孩便是花鳥。在花鳥身上看到亡妹影子的虎鬚自那之後，便將花鳥當作親生妹妹一樣無微不至地照顧。<hex:02100103><hex:02100103> 漸漸地，兩人成長為抵抗組織中的一流戰士。此前在納夏展開的帝國新綠堡戰役中，二人也取得了諸多戰果。<hex:02100103><hex:02100103>此次東方聯盟委派支援博茲雅的大規模反攻作戰時，兩人當即成為了候選人。因為他們都堅定不移地想要解救在帝國支配下苦不堪言的人。<hex:02100103><hex:02100103>"
33,33,2,0,69620,0,72590,72535,1,"鳥追朧","Oboro Torioi","24歲。東方系人族。出生於多瑪。<hex:02100103>東方聯盟派遣的援軍之一。<hex:02100103><hex:02100103>出身於多瑪忍村。<hex:02100103>雖然在朧出生時，多瑪就已經處於帝國的統治之下了，但位於深山之中的忍村仍維持著原狀，過著與世隔絕的生活。他自小便跟隨一位名為月海的忍者學習忍術，並憑著自身的天賦和不斷的努力，年紀輕輕便獲得了「上忍」的稱號。<hex:02100103><hex:02100103>在多瑪的前任國主海燕發動起義之際，朧也就此參軍。就在起義軍奪回了多瑪王城，起義幾乎成功之時，同樣出身於忍村的一名忍者卻投靠了帝國。隨後芝諾斯率領著第十二軍團將多瑪的起義軍徹底鎮壓。<hex:02100103>之後，倖存的朧受忍村長老之命前往艾歐澤亞追擊叛忍。<hex:02100103>就這樣，朧一邊在艾歐澤亞活動，一邊在多瑪有需要之時趕赴支援。在飛燕指揮多瑪王城奪回戰時，朧也當即自艾歐澤亞返回多瑪，在解除大龍月門的魔導障壁的任務中大顯身手。<hex:02100103>此次他也接受了多瑪國主飛燕的委託，作為東方聯盟的一員前去援助博茲雅義軍。<hex:02100103><hex:02100103>朧的性格認真且正義感強烈。無論任何時候都以完成任務為先，容易給人留下不知變通的印象，但實際上比起犧牲他人，他更願意身先士卒。這份勇猛果敢讓人不禁感歎不愧是多瑪的忍者。<hex:02100103>不過，這種過於認真的性格也使他在個人生活中顯得有些生澀。雖然經常被催促娶妻成家，但朧完全不知道該如何去戀愛。<hex:02100103><hex:02100103>以下是來自與朧一同在艾歐澤亞活動的忍者的證言（因各種原因已作匿名處理）。<hex:02100103><hex:02100103>「據說之前朧大人曾經考慮過跟長老們推薦的人選結婚呢。<hex:02100103>……嗯，是的。因為朧大人是上忍，所以年邁的長老們都期待著將朧大人的孩子也培養成出色的忍者，不過這份期待也變成了壓力。<hex:02100103>……也許朧大人是受到了艾歐澤亞人民自由的生活態度的感化吧……我說的這些事情，拜託你千萬要保密啊，被發現的話就麻煩了。<hex:02100103>就是……那個什麼，朧大人好像很憧憬『自由戀愛結婚』呢……<hex:02100103>我曾經看見過他躲在角落裡，偷偷看一本不知道是自己買的還是從損友那裡借來的，名為«手把手教你怎麼結婚»的指南書……」<hex:02100103><hex:02100103>"
34,34,2,0,69620,0,72591,72536,3,"忍足燕","Tsubame Oshidari","22歲。東方系人族。出生於多瑪。<hex:02100103>東方聯盟派遣的援軍之一。<hex:02100103><hex:02100103>出身於多瑪忍村。<hex:02100103>因為生來魔力稀少的緣故，燕在忍術的威力方面不及朧等上忍，但她身體柔韌又結實，十分擅長使用手裏劍或短刀的近身戰。另外，燕的變裝術也十分高明，潛入任務對她來說輕而易舉。綜合以上幾點，燕也被派遣到了艾歐澤亞。<hex:02100103>燕在艾歐澤亞的主要任務就是輔助受命追擊叛忍的朧，而此次前往博茲雅也是如此。因為博茲雅義軍希望除了強力的戰鬥人員之外，還能有擅長諜報技術的人來支援，於是燕便和朧一起來到了這裡。<hex:02100103><hex:02100103>燕與朧只是上下級關係，除此以外沒有任何私人感情。而且燕不單單是在任務方面輔佐朧，她同時也負責照顧這位忍術出眾，生活能力卻令人堪憂的上忍。雖然沒有被明確要求，但是燕隱隱約約察覺到了長老們的意思。<hex:02100103>有時候忍者在進行諜報活動時需要花費數月融入市井生活。他們隱藏忍者的身份，以商人等普通身份來收集情報。而這些需要隱秘行動的任務正是燕所擅長的。即使在文化和生活習俗完全不同的地方，燕也只需花費數日便可以熟練掌握，並像普通人一樣融入該地的生活。<hex:02100103>與燕相反，朧非常不擅長這種需要「適應」的行動。儘管朧作為忍者已經掌握了最低限度的技巧，可他還是覺得「無法適應」，而且無論他再怎麼努力也無法改進。從某種意義上來說，這就是朧唯一的缺點了。<hex:02100103>燕倒是很清楚他為何會如此。朧是一個天性善良、性格純真的人，他與生俱來的認真和強烈的正義感使他無法對有困難的人視而不見，因此在遇到這種情況時便會流露本性，並反映在自己偽裝的角色上，露出破綻。一旦遇到敏感的人，他的偽裝就會被拆穿。<hex:02100103><hex:02100103>然而燕並不嫌棄這樣的朧，她深知自己的使命，今天也在盡職盡責。她心中的某個角落在輕笑，覺得這樣也不錯。<hex:02100103><hex:02100103>"
35,35,2,0,69620,0,72592,72537,2,"梅麗奧爾·米勒","Miljora Miller","18歲。人族。出生於博茲雅管區博茲雅堡壘。<hex:02100103>博茲雅義軍的一員。新生女王之刃中的一人。<hex:02100103><hex:02100103>梅麗奧爾是少數逃脫了鬪神天佑女王精煉的新生女王之刃之一。在第四軍團與義軍於南方博茲雅戰線交火之時，她正因其他任務前往外地，因此逃過一劫。<hex:02100103>這個任務便是白沙恩制定的作戰——在義軍開始進攻帝國湖岸堡的同時，切斷來自達爾馬斯卡的補給。其中負責指揮奇襲最大的補給基地——凱利亞的便是雖然年輕卻沉著冷靜的梅麗奧爾。<hex:02100103><hex:02100103>在博茲雅堡壘蒸發事件中失去雙親的梅麗奧爾在福利局中接受著帝國式教育長大。成績優異的她很快在同齡的孩子中嶄露頭角，跳級升入了培育軍官候補生的青少年培訓學校，才學進一步得到提升。武藝與戰術俱佳的梅麗奧爾甚至可以戰勝三級以上軍官候補生。<hex:02100103>梅麗奧爾14歲時，與赤魔法師洛夫羅相遇。可以同時使用白魔法和黑魔法的赤魔法令梅麗奧爾心動不已，之後她便在洛夫羅的教導下開始專攻赤魔法。<hex:02100103>在洛夫羅的指導下，梅麗奧爾的身手日益精進。與此同時，梅麗奧爾也逐漸得知帝國是如何榨取博茲雅的財富、剝奪著人民的自由。面對這些在帝國式教育中不會提及的真相，梅麗奧爾作為博茲雅人的自尊逐漸被喚醒。<hex:02100103>兩年前的一個夜晚，當局以博茲雅義軍間諜的嫌疑逮捕了洛夫羅。得知義軍小隊為救出洛夫羅襲擊了看守所，梅麗奧爾當即便收拾好行李離開了宿舍，於約定好的集合地與師父洛夫羅匯合。從那之後，兩人便加入了博茲雅義軍。<hex:02100103><hex:02100103>梅麗奧爾是在即將進行奇襲作戰前得知洛夫羅被精煉的消息的。然而她卻堅強地撐了下來，並出色地指揮著眾人取得了勝利。雖然大家都對梅麗奧爾不被私人感情影響、優先完成任務的做法稱讚不已，但實際上梅麗奧爾非常渴望即刻回到南方博茲雅戰線去見洛夫羅。<hex:02100103>梅麗奧爾的心中回蕩著她與洛夫羅最後的約定——若不慎失利為敵人所俘，就了斷對方的性命。如果洛夫羅的精煉無法解除，梅麗奧爾就不得不殺死自己的老師。<hex:02100103>但是，我真的能做到嗎？梅麗奧爾心如刀割，痛苦地掙扎著。<hex:02100103><hex:02100103>"
36,36,2,0,69620,0,72593,72538,3,"洛夫羅·安·斯拉娜失","Lovro aan Slanasch","38歲。硌獅族。出生於博茲雅管區博茲雅堡壘。<hex:02100103>博茲雅義軍的一員。被精煉的新生女王之刃中的一人。<hex:02100103><hex:02100103>通過徵兵，洛夫羅成為了帝國軍的一員，但就在他隨軍出征時，他的親兄弟在博茲雅堡壘蒸發事件中喪生。從那之後，洛夫羅便開始作為博茲雅義軍的間諜進行活動。<hex:02100103><hex:02100103>洛夫羅是一名赤魔法師。<hex:02100103>他的赤魔法是在他隨軍前去攻打阿拉米格時，由一位倒戈帝國的赤魔法師所授。由於不擅長感知乙太波動的軍中其他加雷馬人無法學會，所以這位赤魔法師看中了行省市民洛夫羅。<hex:02100103>洛夫羅非常喜歡赤魔法，修行十分用功。教他赤魔法的是一位名叫蘭巴德的阿拉米格人。蘭巴德過去曾是阿拉米格革命軍「赤紅疾風」的一員，與同伴們一同致力於復興赤魔法，可以稱得上是元老級的強者。據說蘭巴德是為了表示對帝國的忠誠而獻出了赤魔法。<hex:02100103>雖然對帝國搖尾乞憐的蘭巴德令洛夫羅十分不齒，但在學習赤魔法期間他並沒有表現出來，而是一心將注意力集中在修行上。就這樣，成為了赤魔法師的洛夫羅回到東方，在各地的士官學校中擔任赤魔法的教師。洛夫羅決定只教授那些對帝國懷有反抗之心的人赤魔法，並向那些接受帝國式教育卻對帝國的統治抱有疑問的學生隱秘地傳達真相。待時機成熟，便與這些學生揭竿而起，對抗帝國。<hex:02100103><hex:02100103>回到博茲雅堡壘的洛夫羅遇到了一位難得的良才——當時14歲的梅麗奧爾。洛夫羅認為梅麗奧爾優秀的指揮才能會使她成為義軍的強大戰力。因此洛夫羅在教授梅麗奧爾赤魔法時傾注了比以往更多的心血。梅麗奧爾猶如久旱逢甘霖的沙漠一般，如飢似渴地學習著洛夫羅教授於她的赤魔法。<hex:02100103>就這樣，兩人按照約定加入了博茲雅義軍。之後，在義軍反攻作戰到來之際，兩人的實力得到認可，一同成為了新生女王之刃的成員。<hex:02100103><hex:02100103>然而，洛夫羅如今卻失去了自我，他被鬪神天佑女王精煉，成為了鬪神忠實的信徒……<hex:02100103><hex:02100103>"
37,37,2,3,69620,0,72594,72539,4,"羅菲·皮爾·珀提圖斯","Llofii pyr Potitus","19歲。貓魅族。出生於達爾馬斯卡管區瓦爾奈。<hex:02100103>原加雷馬帝國第四軍團「術師大隊」的逃兵。<hex:02100103><hex:02100103>羅菲帶著被下令處死的實驗動物「獨角獸」逃離了帝國軍。在第四軍團瘋狂的圍追堵截之下，於南方博茲雅戰線與獨角獸一同成功脫身。<hex:02100103>羅菲在得知帝國湖岸堡被義軍攻陷後，主動向博茲雅義軍投降。一方面是感念於義軍士兵明知她是帝國兵也出手相救的恩義，另一方面是因為負傷的她和獨角獸已走投無路，成為俘虜比被帝國軍抓住要好得多。<hex:02100103>羅菲以將自己所知的第四軍團的情報全盤托出為條件，請求義軍將獨角獸送歸故鄉的山中。她表示只要義軍能夠答應這個條件，自己即使被處死也沒關係。被羅菲堅定的決心所打動的白沙恩最終決定給予她客將的身份，並讓她在戰事結束後，親自送獨角獸回歸故鄉。<hex:02100103><hex:02100103>實際上對於羅菲來說，戰場上仍有她掛心的事，那就是解放其他實驗動物。為了解放這些動物，她必須擊敗自己過去的長官——負責指揮第四軍團魔導實驗的「無心無慚法比諾」。如果讓法比諾逃出生天，恐怕他會在博茲雅之外的地方繼續進行這種毫無人性的活體實驗。<hex:02100103><hex:02100103>「獨角獸……你願意幫幫我嗎？不用勉強自己，按你的心意來決定就好。」<hex:02100103><hex:02100103>白沙恩向羅菲承諾，即使羅菲在戰場上殞命也一定會幫她將獨角獸送歸故鄉。然而羅菲卻有所顧慮，如果讓獨角獸跟隨自己上戰場的話，那豈不是與法比諾一樣殘忍……最終，她決定將獨角獸留下，隻身前往戰場。然而獨角獸卻選擇了與羅菲同行。雖然它無法理解戰鬥成敗的意義，但卻從心底希望能夠守護羅菲的生命……<hex:02100103><hex:02100103>"
