key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
781,"魔蛇鳥的回憶","魔蛇鳥原本是一種家畜，現如今它們恢復了野性，不斷繁殖，破壞了幻想圖書館。請打倒兇猛的魔蛇鳥！","","","","",0,1,0,5913233,59,63,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,"永無止境的終點","本來作為食材而養殖的雙合菊石卻因繁衍後代成為了水質汙染的元兇，請打倒魔法貝雙合菊石！","","","","",0,1,0,5913192,59,63,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,"等待者——孤獨的貝洛·羅格","為了向捨棄自己的人類復仇，曾經的使魔向人類發起了進攻，請打倒孤獨的貝洛·羅格！","","","","",0,1,0,5907490,59,63,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,"食魚魚人——歐浦羅歐浦肯","一天能夠吃掉上百條魚的大食客歐浦肯出現了，請打倒歐浦羅歐浦肯！","","","","",0,1,0,5906925,59,63,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,"毛爬蟲的巢穴","在荒涼的聖茉夏娜植物園裡異常繁衍的毛爬蟲為了尋找新的繁衍場所而跑了出來，請打倒蠕動的害蟲毛爬蟲！","","","","",0,1,0,5906080,58,62,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,"紡織高手——哈貝羅特","兇猛的毛爬蟲正在捕食，它那粘稠的絲連自己的同伴都不放過，只要被黏住只有等著被吃了，請打倒哈貝羅特！","","","","",0,1,0,5906043,58,62,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,"小眼睛在注視你","好像有一股陰森森的視線一直在盯著監視龍族動向的騎兵，這股視線讓騎兵渾身上下都不舒坦，請打倒叫做深瞳的監視者！","","","","",0,1,0,5917399,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,"巡禮騎士","騎兵巡禮征龍像時，發現周圍有一些野獸排便汙染了這裡，請與巡禮騎士一起打倒小羚羊！","","","","",0,1,0,5917854,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,"注意冰面","為了解決阻礙交匯河營地再建的結冰問題，請排除使周圍結冰的元兇冰元精！","","","","",0,1,0,5941184,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,"黑鐵橋之戰","磨齒獸群為了擴大自己的領土向著黑鐵大橋蜂擁而至，為了確保橋的安全，請打倒山地磨齒獸。","","","","",0,1,0,5919840,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,"白色硬毛獸——佩魯達","因為排除了磨齒獸群，所以磨齒獸的首領為了報仇便憤怒地發起了進攻，請打倒佩魯達！","","","","",0,1,0,5920035,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,"吞噬犛牛的巨人——巨腳雪人","能夠一口咀嚼一整隻犛牛的巨大雪人成了伊修加德騎兵們的威脅，請打倒巨腳雪人！","","","","",0,1,0,5911961,51,55,0,0,0,0,60722,60502,0,36,0,37,38,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,"聖菲內雅連隊的榮耀","龍族的眷屬開始進攻聖菲內雅連隊野營地了，請打倒古鳥！","","","","",0,1,0,5915086,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,"注意熊出沒","野營地的士兵們正在做飯，結果這股香味引來了北極熊，為了能讓士兵們吃下這頓飯，請打倒北極熊！","","","","",0,1,0,5912658,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,"雪人天敵——雪人陷阱草","發現了一種惡名昭彰的雨雪陷阱草，它連雪人都會捕食，非常危險。請打倒雪人陷阱草！","","","","",0,1,0,5917368,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,"獸人雪人","為了追求湧出溫泉而開始移動的雪人們非常危險，請打倒兇猛的孤獨大腳雪人！","","","","",0,1,0,5912739,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,"臥龍島之戰","騎兵們經常被魔物襲擊，請排除臥龍島周邊的魔物，打倒多毛犛牛和北極熊！","","","","",0,1,0,5915017,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,"冰凍之花","因為過於寒冷使得戈爾加涅牧草地不再生長牧草，可是卻有一種耐寒性非常強的草木綱魔物在這裡徘徊，請打倒在冰原綻放的雨雪陷阱草！","","","","",0,1,0,5926098,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,"暮衛塔銀狼","在廢堡暮衛塔周邊有著非常渴望鮮血的狼群，請打倒阻礙暮衛塔再建的銀狼！","","","","",0,1,0,5913094,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,"指揮官","寒冰指揮官來到庫爾札斯地區開路，這使得周圍的懸崖開始崩塌。請打倒令人困擾的寒冰指揮官！","","","","",0,1,0,5913009,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"幻惑視線——凝視深瞳","很多騎兵都被怪異深瞳的魔眼迷惑了，請打倒凝視深瞳！","","","","",0,1,0,5917389,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,"白雪茫茫","積雪遲遲不得融化，不打倒造成這種原因的魔物的話，積雪會越積越多，請打倒白明膠怪和白汁液怪！","","","","",0,1,0,5926102,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,"食人冰果——塔圖芙&白松露","請討伐怪異的食人魔物，這種魔物被騎兵們稱為冰果，打倒塔圖芙和白松露！","","","","",0,1,0,5926108,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,"討伐龍之眷屬","廢堡暮衛塔的周邊聚集了龍族所支配的鳥龍，請打倒龍族眷屬古鳥！","","","","",0,1,0,5913045,51,55,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"鳥龍大王——匹克拉頓","被擊退的古鳥發出了悲鳴，引來了率領古鳥群的鳥龍大王，請打倒匹克拉頓！","","","","",0,1,0,5915728,51,55,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,"冰原之狼","巡邏中的狄蘭達爾家的騎兵被狼群襲擊了，請救助狄蘭達爾家的騎兵，打倒襲擊而來的銀狼！","","","","",0,1,0,5916042,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,"嗜酒如命——海德倫","一隻羊不小心闖入連隊野營地，偷喝了營地裡的酒。那以後它嗜酒如命，每當想喝酒時就會襲擊他人，請打倒海德倫！","","","","",0,1,0,5917397,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,"年輕龍騎士——阿萊姆貝","隸屬龍騎士團的年輕龍騎士在尋求強大的訓練對手，請接受挑戰，打倒尖銳槍阿萊姆貝！","","","","",0,1,0,5918414,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,"隼巢的危機","古時召喚出來的妖異雖然已經消失了，可它們的子孫卻在庫爾札斯西部高地扎了根，威脅著周邊的居民，請打倒山嶽的冰鬼山巨魔！","","","","",0,1,0,5919006,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,"功績掠奪者——卑鄙的維爾納","聖菲內雅連隊的士兵們為了功績打了起來，請打倒想要掠奪他人功績的卑鄙的維爾納！","","","","",0,1,0,5920774,51,55,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,"傳說中的馬鳥——莽撞陸行鳥","發現了尾羽集落的獵人們一直挑戰獵捕的巨大陸行鳥，請捕獲莽撞陸行鳥！","","","","",0,1,0,5925602,52,56,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,"陸行鳥之森的守護者","一些打破規定的非法獵人們想要獵捕產卵期的雌性陸行鳥，請制裁這些非法獵人們！","","","","",0,1,0,5925604,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,"精明獵人——幽微","有一種非常貪吃的醋蠍龍，它曾吃掉了數十隻陸行鳥，請打倒破壞狩獵場的幽微！","","","","",0,1,0,5925605,52,56,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,"不滅之箭","尾羽集落的獵人們正在尋求製作壞不了的箭的材料，請去收集野生陸行鳥的羽毛！","將獲得的野生陸行鳥的羽毛交給尾羽集落的獵人","交納的野生陸行鳥的羽毛數量","","",0,2,0,5925615,52,56,2001885,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,"高傲猛獸——格拉瓦卡斯","狂怒的斑攫獸正在四處徘徊尋找下一個目標，請打倒格拉瓦卡斯！","","","","",0,1,0,5925621,52,56,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,"鮭魚戰爭","獵人們為了捕獲大型獵物來到了溪邊，可是卻被前來覓食的熊群盯上了，為了確保漁場，請打倒棕熊！","","","","",0,1,0,5925624,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,"芳香四溢","也許是體味太香，所以才會引來許多蟲子，請保護好散發醇香的莫西·匹克，打倒羽毛跳蚤！","","散發醇香的莫西·匹克","","",0,4,0,5925625,52,56,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,"異形巡禮者","成為了邪龍眷屬的異端者一夥人，來到了遺跡進行巡禮，請打倒龍堡龍鳥！","","","","",0,1,0,5925628,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,"無肉不歡","離群一族的自由腦獵人們為了尋找食材出去狩獵了，請與獵人們一起，打倒洛夫坦山羊！","","","","",0,1,0,5925636,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,"敵人的敵人還是敵人","反對冰之巫女的過激異端者集團想要襲擊尾羽集落，請打倒聚集起來的異端者們！","","","","",0,1,0,5925638,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,"異端煽動者——於貝爾唐","統領著異端者集團的通緝犯通過龍血獲得了變身能力，請打倒真相代言人於貝爾唐！","","","","",0,1,0,5925640,52,56,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,"戰爭終結者","為了擴大自己領土的骨頜族又派出了新的遠征部隊，請打倒骨頜族的部隊！","","","","",0,1,0,5925641,52,56,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,"分界河","自由腦窟穴的離群一族正在警戒靠近他們領地的細齒獸，請打倒開始移動的細齒獸！","","","","",0,1,0,5925644,53,57,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,"龍卵引起的戰爭","飢餓的駿鵰群盯上了龍族的卵，請打倒參天駿鵰！","","","","",0,1,0,5925647,53,57,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,"雲霧街虐殺者——斯瓦洛格","發現了曾經侵入伊修加德城內的飛龍，這隻惡名昭彰的飛龍在當時殺害了許多人，請打倒斯瓦洛格！","","","","",0,1,0,5925648,53,57,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,"憤怒之母——米嘉斯","自由腦窟穴的骨頜族經常獵取新生南加和南加卵，打倒為此前來報復的大型南加米嘉斯！","","","","",0,1,0,5925650,52,56,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,"地底的腳步聲","被含有魔力的龍族咆哮所嚇到的甲鱗綱魔物醋蠍龍進入了興奮狀態，請打倒醋蠍龍！","","","","",0,1,0,5925653,53,57,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,"以下克上的眷屬——洛拜蘭","支配徹悟岩窟的龍人出現了，那強大無比的力量連高階級的龍族都能制服，請打倒龍人洛拜蘭！","","","","",0,1,0,5925654,53,57,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,"煩人的似雞龍","險些被邪龍手下的龍族消滅的似雞龍群蜂擁而至，請打倒陷入恐慌狀態的似雞龍！","","","","",0,1,0,5925659,53,57,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,"龍虎之爭","為了獲取水源，斑攫獸群勇敢地向龍族發起了挑戰，趁這個機會打倒龍族！","","","","",0,1,0,5925663,57,61,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,"堅甲鐵龍——塔拉斯克","它那壓倒性的力量征服了許多異端者的心，現在這條恐怖的龍竟然從雲海飛至了此地，請打倒塔拉斯克與它的信徒！","","","","",0,1,0,5925665,53,57,0,0,0,0,60722,60502,0,36,0,37,38,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,"突飛猛進","薔薇騎兵團的糧草香味引來了飛貓群，請與騎兵們一起守護好物資，打倒風箏貓！","","薔薇騎兵團的糧草數量","","",0,4,0,5926386,50,54,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,"冠恐鳥窩破壞命令","能夠放出昏睡吐息的冠恐鳥已經成為了雲頂營地的威脅，請破壞築巢冠恐鳥的巢穴！","","","","",0,1,0,5926388,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,"鮮豔肥鳥——不飛恐鳥","因為巢穴被破壞了，所以憤怒的冠恐鳥群長老出現了，請打倒不飛恐鳥！","","","","",0,1,0,5926389,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,"雲海大亂鬥","阿巴拉提亞雲海的覓食場非常少，而魔物們圍繞著這有限的覓食場展開了大亂鬥，請打倒高視冠恐鳥和猴面雀！","","","","",0,1,0,5926390,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,"天上的吸血蛭","為確保糧食，雲頂的薔薇騎兵在浮島垂釣，沒想到卻被魔物襲擊了，請打倒吸血生物棘蛭！","","","","",0,1,0,5926391,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,"黑色怪鳥","一種叫做安祖的奇怪候鳥帶著雛鳥成群結隊飛至此地，請打倒前來尋求水源的安祖主母和小母安祖！","","","","",0,1,0,5926392,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,"年少氣盛","袞杜族的青年為了恐嚇人們聚集到了一起，請打倒挑事的袞杜蘭壘義！","","","","",0,1,0,5926393,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,"亂扔東西的艾坡達姆金","在雲頂有一隻非常喜歡惡作劇的猴面雀，它經常盜取騎兵們的隨身物品然後扔至雲海，請教訓一下這亂丟東西的艾坡達姆金！","","","","",0,1,0,5926394,50,54,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,"雲海戰士","前往溫杜屬本杜集落進行偵察的薔薇騎兵正在被袞杜族追捕，請幫忙打倒袞杜族的戰士，好讓薔薇騎兵順利逃脫。","","","","",0,1,0,5926395,50,54,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,"美麗新世界","尊杜族的養蟲人養了一些用於紡織的蟲子，由於忘記關上蟲屋的門，使得養的蟲子都跑了出來，為了防止蟲害發生，請打倒天窗瓦魔蛾！","","","","",0,1,0,5926399,57,61,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,"天空之雲","年輕的尊杜人正在尋找水源，請打倒在周邊浮游的水元精，並收集泉水核心！","將獲得的泉水核心交給年輕的尊杜人","交納的泉水核心數量","","",0,2,0,5926400,57,61,2001877,1,0,0,60723,60503,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,"逃亡者","被溫杜族抓去當奴隸使喚的尊杜族正在四處求救，請護衛好這位逃亡的尊杜奴隸，幫他順利逃脫。","","","","",0,3,0,5926401,57,61,0,0,0,0,60725,60505,0,0,5935440,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,"追蹤者","好心的雙翼尊杜原來是溫杜族偽裝的。他正在追捕逃亡的奴隸，請再次護衛逃亡的尊杜奴隸。","","逃亡的尊杜奴隸","","",0,4,0,5926402,57,61,0,8,0,0,60724,60504,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,"暴食人形岩——大地饕餮","本應守護大地的坐鎮巨像，卻因變得巨大化而持續吸收著浮島的土地，請打倒大地饕餮！","","","","",0,1,0,5926403,57,61,0,0,0,0,60722,60502,0,36,0,37,38,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,"切斷補給線","為了尋找製作武器的骨材與皮革，溫杜族派出了狩獵團，請打倒溫杜族獵人！","","","","",0,1,0,5926404,57,61,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,"不速之客","登陸浮島的帝國軍是隸屬第六軍團的部隊，他們與溫杜族的戰士正在交戰，藉此機會，將雙方全都打倒！","","","","",0,1,0,5926405,57,61,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,"恐怖積亂雲——奧努瓦利","溫杜族女戰士長那如雷雲般的狂暴性格廣為人知，現在她正在尋找獵物，請打倒令尊杜族聞風喪膽的積亂雲奧努瓦利！","","","","",0,1,0,5926408,57,61,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,"雲神祭司——凱那瓦努","溫杜族的高級祭司一直都在為雲神祈禱，如果將其打倒的話，定會消減溫杜族的士氣，請打倒雷雨雲凱那瓦努！","","","","",0,1,0,5926409,59,63,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"凱那瓦努的弟子們","為了保護陷入絕境的祭司凱那瓦努，其弟子們挺身而出。請打倒凱那瓦努蘭臘義！","","","","",0,1,0,5926410,59,63,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,"復仇祭司——凱那瓦努","得知弟子被打倒了的祭司為了報仇捲土重來，請再次打倒雷雨雲凱那瓦努和斯科維德！","","","","",0,1,0,5926411,59,63,0,0,0,0,60722,60502,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,"地毯式糞炸","巨嘴鳥群正在擴張自己的棲息地，它們過度繁殖的話會使糞害擴大，請在騎士團被地毯式糞炸前將巨嘴鳥打倒！","","","","",0,1,0,5926412,59,63,0,0,0,0,60721,60501,0,0,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,"瘋狂的歌聲——波達格","這隻怪鳥發出的音程混亂的叫聲能夠使聽者精神錯亂，請打倒波達格！","","","","",0,1,0,5926413,59,63,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,"雲海暴風——阿坦圖","有一隻異常兇猛的獅鷲已經捕食了許多瓦努族了，請打倒阿坦圖，讓雲海恢復安寧。","","","","",0,1,0,5926414,59,63,0,0,0,0,60722,60502,0,115,0,33,34,35,2,0,False,False,0,0,False,False,False,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
